  0.004161, BNO0_UnitAccX, BNO0_UnitAccY, BNO0_UnitAccZ, BNO0_RawAccMag, BNO0_GyrX, BNO0_GyrY, BNO0_GyrZ, BNO0_MagX, BNO0_MagY, BNO0_MagZ, BNO1_UnitAccX, BNO1_UnitAccY, BNO1_UnitAccZ, BNO1_RawAccMag, BNO1_GyrX, BNO1_GyrY, BNO1_GyrZ, BNO1_MagX, BNO1_MagY, BNO1_MagZ, BNO2_UnitAccX, BNO2_UnitAccY, BNO2_UnitAccZ, BNO2_RawAccMag, BNO2_GyrX, BNO2_GyrY, BNO2_GyrZ, BNO2_MagX, BNO2_MagY, BNO2_MagZ, BNO3_UnitAccX, BNO3_UnitAccY, BNO3_UnitAccZ, BNO3_RawAccMag, BNO3_GyrX, BNO3_GyrY, BNO3_GyrZ, BNO3_MagX, BNO3_MagY, BNO3_MagZ, MPU0_UnitAccX, MPU0_UnitAccY, MPU0_UnitAccZ, MPU0_RawAccMag, MPU0_GyrX, MPU0_GyrY, MPU0_GyrZ, MPU1_UnitAccX, MPU1_UnitAccY, MPU1_UnitAccZ, MPU1_RawAccMag, MPU1_GyrX, MPU1_GyrY, MPU1_GyrZ
  0.049973, 0.278        , -0.959       , -0.057       ,        2650.77, 11.862   , 16.338   , -13.764  , 0.196    ,     0.957, -0.214   , 0.193        , -0.621       , 0.760        ,        2529.12, 81.020   , 3.581    , -17.122  , 0.138    , 0.309    , -0.941   , 0.362        , -0.559       , -0.746       ,        2276.00, -60.765  , -4.029   , -70.053  , -0.423   ,     0.690, -0.588   , -0.336       , 0.726        , -0.600       ,        3126.25, -35.474  , 101.163  , -15.779  , 0.038    , -0.656   ,     0.754, 0.416        , 0.530        , 0.739        ,         11.470, 153.954  , -2.931   , 51.481   , 0.204        , 0.665        , 0.718        ,         10.557, 110.519  , -14.702  , 2.031
  0.093934, 0.567        , -0.823       , 0.036        ,        3134.22, -50.805  , -23.388  , -164.613 , 0.168    ,     0.965, -0.200   , 0.521        , -0.284       , 0.805        ,        3422.04, 130.258  , -139.994 , -85.608  , 0.038    , 0.212    , -0.977   , 0.275        , -0.841       , -0.465       ,        2387.43, 117.725  , -44.539  , -80.684  , -0.470   ,     0.672, -0.572   , 0.078        , 0.962        , -0.262       ,        2512.88, -18.912  , 70.389   , -66.360  , 0.023    , -0.650   ,     0.760, 0.213        , 0.671        , 0.710        ,         10.608, 140.046  , -163.603 , 186.565  , 0.260        , 0.690        , 0.676        ,          9.869, 137.084  , -61.282  , 45.573
  0.094860, 0.265        , -0.946       , 0.189        ,        2003.70, -100.603 , -56.960  , -153.982 , 0.068    ,     0.983, -0.170   , 0.345        , -0.084       , 0.935        ,        2127.66, -87.622  , -111.234 , -211.166 , 0.000    , 0.205    , -0.979   , 0.137        , -0.933       , -0.333       ,        3152.89, 63.227   , -66.360  , 62.555   , -0.482   ,     0.680, -0.553   , -0.153       , 0.941        , -0.302       ,        2120.05, 172.783  , 76.991   , -95.679  , 0.004    , -0.630   ,     0.777, 0.104        , 0.202        , 0.974        ,         11.571, 37.084   , 10.565   , 57.267   , 0.277        , 0.190        , 0.942        ,         10.147, 42.061   , -27.344  , 55.420
  0.096339, 0.103        , -0.935       , -0.339       ,        2676.43, 90.644   , 50.246   , -3.469   , -0.021   ,     0.970, -0.243   , 0.438        , -0.737       , 0.514        ,        2344.83, 123.208  , 29.319   , -35.474  , -0.175   , 0.154    , -0.972   , 0.347        , -0.677       , -0.649       ,        2936.25, -32.453  , 182.183  , -63.898  , -0.546   ,     0.679, -0.491   , -0.450       , 0.686        , -0.572       ,        2920.30, -16.226  , -30.774  , -31.446  , -0.008   , -0.624   ,     0.782, 0.410        , 0.607        , 0.681        ,         11.216, 108.366  , 3.832    , 6.168    , 0.248        , 0.706        , 0.664        ,         10.143, 91.496   , -69.145  , 38.870
  0.105552, 0.425        , -0.888       , -0.174       ,        2839.43, 67.591   , 0.560    , -97.134  , -0.072   ,     0.956, -0.283   , 0.536        , -0.508       , 0.675        ,        2612.75, 219.895  , -45.993  , 71.732   , -0.183   , 0.075    , -0.980   , 0.583        , -0.463       , -0.668       ,        4056.62, -323.184 , 50.581   , -95.232  , -0.626   ,     0.613, -0.482   , -0.310       , 0.662        , -0.683       ,        2689.11, -64.905  , 73.634   , -57.184  , -0.015   , -0.626   ,     0.779, 0.545        , 0.451        , 0.706        ,         12.076, 220.198  , 3.664    , 87.237   , 0.579        , 0.613        , 0.537        ,         11.096, 180.122  , -134.947 , 67.771
  0.126763, 0.739        , -0.659       , -0.137       ,        3037.36, -166.628 , -18.576  , -277.862 , -0.160   ,     0.958, -0.239   , 0.702        , -0.059       , 0.710        ,        3505.71, 269.917  , -126.565 , 48.903   , -0.248   , -0.006   , -0.969   , 0.381        , 0.174        , -0.908       ,        2603.21, -364.813 , -73.970  , -253.243 , -0.809   ,     0.513, -0.288   , -0.062       , 0.617        , -0.784       ,        2691.92, 78.334   , 52.820   , -185.428 , -0.027   , -0.628   ,     0.777, 0.485        , 0.560        , 0.672        ,         13.418, 247.359  , 187.130  , 141.328  , 0.680        , 0.640        , 0.358        ,         12.929, 228.046  , -64.137  , 144.397
  0.150637, 0.536        , -0.781       , -0.321       ,        2087.89, -122.089 , -30.998  , -214.747 , -0.290   ,     0.932, -0.217   , 0.412        , -0.504       , 0.759        ,        2088.88, 271.595  , -65.241  , 144.359  , -0.307   , -0.120   , -0.944   , 0.053        , -0.909       , -0.413       ,        2046.71, 340.306  , -226.497 , -143.799 , -0.830   ,     0.424, -0.361   , -0.626       , 0.637        , -0.450       ,        2208.71, 235.114  , -42.748  , -197.961 , -0.014   , -0.607   ,     0.795, 0.036        , 0.444        , 0.895        ,         12.897, 225.954  , 226.641  , 137.771  , 0.183        , 0.379        , 0.907        ,         11.823, 178.458  , 277.176  , 41.313
  0.176625, 0.622        , -0.463       , -0.631       ,        2650.06, -152.863 , -62.443  , -137.644 , -0.362   ,     0.918, -0.164   , -0.353       , -0.486       , 0.799        ,        2365.50, -32.453  , -182.518 , -126.789 , -0.419   , -0.140   , -0.897   , 0.379        , -0.904       , -0.201       ,        1917.97, 173.678  , -288.381 , -98.477  , -0.855   ,     0.410, -0.316   , -0.966       , -0.138       , -0.220       ,        1747.08, 259.510  , 19.472   , -170.433 , -0.016   , -0.570   ,     0.822, -0.245       , 0.383        , 0.890        ,         10.752, 53.954   , 303.756  , 104.168  , -0.025       , 0.411        , 0.911        ,          9.087, 132.137  , 290.107  , 132.031
  0.194435, 0.261        , -0.712       , -0.652       ,        1916.77, 80.236   , -118.284 , -146.485 , -0.456   ,     0.874, -0.169   , -0.363       , -0.541       , 0.759        ,        6437.30, 270.253  , -26.969  , 152.192  , -0.470   , -0.174   , -0.865   , 0.158        , -0.802       , 0.576        ,        3419.45, 254.698  , -137.085 , -209.376 , -0.854   ,     0.439, -0.281   , -0.818       , -0.146       , -0.556       ,        2527.07, 118.956  , 14.324   , -102.170 , -0.011   , -0.552   ,     0.834, -0.124       , 0.655        , 0.745        ,          7.432, 16.458   , -34.565  , 156.565  , -0.052       , 0.456        , 0.888        ,          8.216, 114.824  , -26.122  , 196.794
  0.216126, 0.241        , -0.904       , -0.353       ,        4069.34, -34.579  , -204.340 , -162.375 , -0.611   ,     0.783, -0.113   , -0.246       , -0.381       , 0.891        ,        2992.60, -126.901 , -13.317  , -70.724  , -0.475   , -0.174   , -0.863   , -0.065       , -0.909       , 0.411        ,        3762.51, 148.275  , 80.236   , -132.273 , -0.751   ,     0.471, -0.463   , -0.690       , 0.241        , -0.682       ,        2373.98, 35.027   , 73.410   , -73.970  , -0.011   , -0.526   ,     0.850, -0.161       , 0.691        , 0.705        ,          8.342, 100.626  , 149.374  , 13.359   , -0.343       , 0.667        , 0.662        ,         16.211, 23.924   , 259.634  , 40.458
  0.238908, 0.628        , -0.706       , 0.326        ,        2154.67, -104.744 , -235.002 , -54.722  , -0.699   ,     0.710, -0.077   , -0.035       , -0.393       , 0.919        ,        2572.16, 4.812    , 156.668  , 82.475   , -0.466   , -0.195   , -0.863   , 0.249        , -0.878       , -0.410       ,        2399.82, -50.022  , 193.038  , 7.162    , -0.806   ,     0.443, -0.394   , -0.554       , 0.128        , -0.823       ,        2708.76, 182.742  , 10.183   , -72.291  , -0.034   , -0.498   ,     0.866, -0.101       , 0.791        , 0.603        ,         12.804, 148.046  , -19.038  , 59.817   , -0.172       , 0.701        , 0.692        ,          9.804, 73.863   , -180.656 , 73.252
  0.261139, 0.467        , -0.773       , 0.429        ,        2918.83, 400.735  , -170.209 , 96.015   , -0.690   ,     0.716, -0.104   , 0.296        , -0.138       , 0.945        ,        2282.13, 76.655   , 227.505  , 157.451  , -0.355   , -0.163   , -0.921   , 0.311        , -0.564       , -0.765       ,        5069.71, -184.868 , 44.315   , 60.765   , -0.815   ,     0.428, -0.390   , -0.389       , -0.080       , -0.918       ,        2770.35, 260.741  , 54.610   , -61.436  , -0.026   , -0.471   ,     0.882, -0.158       , 0.614        , 0.773        ,         10.202, 132.901  , 117.679  , -21.038  , 0.460        , 0.722        , 0.516        ,         10.092, 83.969   , -154.321 , 94.137
  0.283284, 0.335        , -0.825       , 0.456        ,        2784.45, 326.205  , -53.043  , 111.682  , -0.661   ,     0.723, -0.199   , 0.562        , -0.058       , 0.825        ,        2422.38, 119.292  , 141.673  , 59.646   , -0.203   , -0.202   , -0.958   , 0.288        , -0.719       , -0.632       ,        3337.73, -90.868  , -123.768 , 51.589   , -0.818   ,     0.456, -0.350   , -0.618       , 0.071        , -0.783       ,        2268.41, 176.923  , 34.243   , -3.581   , -0.053   , -0.424   ,     0.904, 0.108        , 0.712        , 0.694        ,          9.900, 68.336   , 18.733   , -75.313  , 0.354        , 0.758        , 0.548        ,          9.463, 86.504   , -206.687 , 76.794
  0.305069, 0.402        , -0.880       , 0.254        ,        2879.48, 20.926   , 142.904  , 16.898   , -0.641   ,     0.736, -0.219   , 0.568        , -0.548       , 0.615        ,        6200.67, -4.364   , -50.693  , -123.880 , -0.169   , -0.271   , -0.948   , 0.430        , -0.880       , 0.199        ,        2938.74, -121.865 , -16.114  , 18.241   , -0.865   ,     0.446, -0.229   , -0.392       , -0.034       , -0.919       ,        2475.90, 65.129   , 80.013   , 9.064    , -0.058   , -0.401   ,     0.914, 0.599        , 0.565        , 0.568        ,         13.372, 14.198   , -170.672 , 100.886  , 0.457        , 0.774        , 0.438        ,          9.546, 61.908   , -100.626 , 75.313
  0.325823, 0.605        , -0.658       , -0.449       ,        4072.31, -173.118 , 140.554  , -7.050   , -0.587   ,     0.769, -0.253   , 0.139        , -0.468       , 0.873        ,        2809.16, 119.963  , -50.246  , -19.695  , -0.207   , -0.247   , -0.947   , 0.494        , -0.758       , -0.427       ,        2325.64, -62.108  , 75.536   , 132.720  , -0.849   ,     0.458, -0.265   , -0.357       , 0.182        , -0.916       ,        2720.83, -9.176   , 34.243   , 36.369   , -0.076   , -0.407   ,     0.910, 0.254        , 0.773        , 0.581        ,         10.843, -2.962   , 10.885   , 102.214  , 0.534        , 0.752        , 0.387        ,         10.529, 20.168   , -165.267 , 78.870
  0.346529, 0.513        , -0.441       , -0.736       ,        3496.46, -162.040 , 4.924    , 13.093   , -0.553   ,     0.804, -0.218   , 0.253        , -0.348       , 0.903        ,        2430.80, -184.533 , -173.678 , -104.520 , -0.224   , -0.249   , -0.942   , 0.180        , -0.774       , -0.608       ,        2456.32, -147.492 , 91.427   , 82.922   , -0.816   ,     0.488, -0.310   , -0.558       , 0.351        , -0.752       ,        2831.99, 15.779   , 41.965   , 31.669   , -0.096   , -0.392   ,     0.915, 0.451        , 0.672        , 0.588        ,         11.173, -4.412   , -11.802  , 26.412   , 0.612        , 0.721        , 0.327        ,         11.306, -9.420   , -145.511 , 19.786
  0.369179, 0.868        , -0.363       , -0.338       ,        2303.06, 80.348   , -77.439  , 38.048   , -0.516   ,     0.840, -0.167   , 0.114        , -0.279       , 0.953        ,        2393.66, -104.856 , -113.696 , -61.324  , -0.303   , -0.188   , -0.934   , 0.376        , -0.319       , -0.870       ,        2606.19, -27.081  , 42.748   , 168.194  , -0.779   ,     0.505, -0.372   , -0.510       , 0.190        , -0.839       ,        2712.39, 15.331   , 33.907   , -4.588   , -0.108   , -0.389   ,     0.915, 0.406        , 0.669        , 0.623        ,         11.160, 20.137   , 123.053  , -50.061  , 0.588        , 0.773        , 0.240        ,         10.796, -25.908  , -24.198  , -53.344
  0.394412, 0.713        , -0.673       , -0.197       ,        2364.34, 213.852  , -25.291  , 21.486   , -0.534   ,     0.805, -0.258   , 0.548        , 0.077        , 0.833        ,        3271.77, 160.921  , 141.113  , 131.042  , -0.301   , -0.175   , -0.938   , 0.481        , -0.721       , -0.499       ,        3384.05, -5.260   , 37.041   , 29.879   , -0.753   ,     0.555, -0.353   , -0.455       , 0.126        , -0.881       ,        2218.10, -49.798  , 19.248   , -10.407  , -0.117   , -0.402   ,     0.908, 0.250        , 0.732        , 0.634        ,         10.279, 36.366   , 173.588  , -63.176  , 0.664        , 0.651        , 0.367        ,         10.188, -38.229  , 12.718   , -62.000
  0.412701, 0.526        , -0.831       , -0.180       ,        2256.16, 115.151  , 17.681   , -21.710  , -0.551   ,     0.789, -0.271   , 0.751        , -0.123       , 0.649        ,        2975.46, 64.346   , 125.782  , -103.177 , -0.242   , -0.239   , -0.940   , 0.229        , -0.396       , -0.889       ,        2914.14, 8.281    , 20.255   , 60.989   , -0.730   ,     0.565, -0.384   , -0.509       , 0.091        , -0.856       ,        2099.63, -58.079  , 14.660   , -14.212  , -0.107   , -0.409   ,     0.906, -0.047       , 0.668        , 0.743        ,         12.043, 46.794   , 114.260  , -23.008  , 0.556        , 0.699        , 0.449        ,         10.430, -51.344  , 81.099   , -58.947
  0.434939, 0.460        , -0.880       , -0.118       ,        2197.74, 81.356   , 10.072   , -2.910   , -0.590   ,     0.755, -0.286   , 0.520        , -0.815       , 0.255        ,        2373.65, -48.791  , -52.708  , -140.889 , -0.244   , -0.231   , -0.942   , 0.175        , -0.563       , -0.808       ,        2296.06, 0.224    , -67.367  , 11.191   , -0.736   ,     0.539, -0.409   , -0.540       , 0.272        , -0.797       ,        2107.70, -69.605  , 11.414   , -12.981  , -0.112   , -0.406   ,     0.907, 0.313        , 0.740        , 0.596        ,         10.041, 37.878   , -28.473  , -2.214   , 0.507        , 0.725        , 0.466        ,         10.360, -40.947  , 118.015  , -73.099
  0.458862, 0.477        , -0.878       , -0.021       ,        2548.95, 53.939   , -1.455   , -21.822  , -0.581   ,     0.741, -0.336   , 0.499        , -0.471       , 0.728        ,        2651.43, 13.317   , -170.992 , 90.420   , -0.284   , -0.216   , -0.934   , 0.370        , -0.750       , -0.548       ,        1722.08, 8.505    , -87.063  , -18.576  , -0.733   ,     0.541, -0.412   , -0.408       , 0.275        , -0.871       ,        2333.58, -35.362  , -5.036   , -34.019  , -0.101   , -0.436   ,     0.894, 0.159        , 0.754        , 0.637        ,         11.653, 60.351   , 34.534   , -28.183  , 0.467        , 0.753        , 0.463        ,         10.706, -48.977  , 121.206  , -86.901
  0.481601, 0.574        , -0.819       , -0.012       ,        2924.53, 38.048   , 17.010   , -9.176   , -0.607   ,     0.710, -0.358   , 0.143        , -0.142       , 0.979        ,        3813.55, 22.829   , -161.256 , 149.506  , -0.344   , -0.239   , -0.908   , 0.145        , -0.987       , 0.069        ,        1686.92, 65.913   , -6.826   , -75.425  , -0.752   ,     0.557, -0.352   , -0.404       , 0.134        , -0.905       ,        2526.86, -28.984  , -30.326  , -40.846  , -0.081   , -0.442   ,     0.893, 0.060        , 0.903        , 0.425        ,         14.996, -18.672  , -50.366  , 38.855   , 0.493        , 0.828        , 0.269        ,         10.551, 34.458   , 174.229  , -64.931
  0.504122, 0.711        , -0.695       , 0.106        ,        3091.53, -11.302  , -6.938   , -32.788  , -0.574   ,     0.723, -0.384   , 0.056        , -0.243       , 0.968        ,        3116.41, -32.565  , -159.690 , 86.727   , -0.379   , -0.226   , -0.897   , -0.711       , -0.657       , -0.251       ,        2550.40, 212.845  , 166.068  , -165.844 , -0.760   ,     0.536, -0.367   , -0.341       , 0.077        , -0.937       ,        2734.33, -47.224  , -25.403  , -0.895   , -0.098   , -0.430   ,     0.897, -0.085       , 0.802        , 0.591        ,         16.826, 23.740   , -204.504 , 128.687  , 0.257        , 0.862        , 0.438        ,         13.312, 57.542   , 314.137  , -22.916
  0.525440, 0.585        , -0.773       , 0.245        ,        3185.02, -16.898  , 0.895    , -86.391  , -0.661   ,     0.682, -0.311   , 0.016        , -0.199       , 0.980        ,        4190.78, -100.827 , -114.703 , 32.005   , -0.445   , -0.241   , -0.863   , 0.902        , -0.260       , -0.346       ,        7548.29, 92.434   , -1.343   , -88.182  , -0.765   ,     0.492, -0.415   , -0.295       , 0.136        , -0.946       ,        2853.00, -59.982  , 24.955   , 8.729    , -0.084   , -0.454   ,     0.887, -0.107       , 0.548        , 0.830        ,         15.840, -126.443 , 0.550    , -18.626  , -0.183       , 0.751        , 0.635        ,         12.688, -20.763  , -2.473   , 163.481
  0.546996, 0.634        , -0.752       , 0.178        ,        3990.42, -56.736  , 3.357    , -132.273 , -0.678   ,     0.653, -0.338   , -0.012       , -0.310       , 0.951        ,        4083.85, -124.439 , 71.844   , 67.255   , -0.458   , -0.199   , -0.866   , 0.623        , -0.695       , -0.358       ,        2690.09, -80.684  , -103.625 , 208.704  , -0.714   ,     0.559, -0.422   , -0.399       , -0.025       , -0.917       ,        2581.27, 1.007    , 26.969   , 17.569   , -0.085   , -0.464   ,     0.882, 0.113        , 0.693        , 0.712        ,         12.775, -365.557 , -17.481  , -101.924 , -0.401       , 0.649        , 0.647        ,         16.352, -33.832  , -30.931  , 4.489
  0.568894, 0.416        , -0.900       , 0.127        ,        4293.34, -215.643 , -43.979  , -126.677 , -0.696   ,     0.670, -0.257   , 0.015        , -0.345       , 0.939        ,        3875.04, -60.317  , 247.312  , 219.783  , -0.429   , -0.158   , -0.889   , 0.229        , -0.869       , -0.438       ,        2445.28, 50.917   , -20.814  , 31.446   , -0.713   ,     0.585, -0.387   , -0.319       , 0.317        , -0.893       ,        2241.60, 17.569   , 63.003   , -3.469   , -0.114   , -0.460   ,     0.881, 0.280        , 0.876        , 0.392        ,          8.649, -382.931 , -63.786  , -25.649  , -0.128       , 0.698        , 0.704        ,         13.510, -200.412 , -10.122  , -111.221
  0.591319, 0.458        , -0.888       , -0.035       ,        5166.17, -409.128 , -49.127  , 23.612   , -0.756   ,     0.636, -0.157   , 0.638        , -0.138       , 0.758        ,        3439.91, -90.308  , 356.084  , 176.364  , -0.312   , -0.151   , -0.938   , 0.427        , -0.780       , -0.457       ,        2963.38, -81.915  , -76.096  , 65.353   , -0.697   ,     0.651, -0.300   , -0.446       , 0.098        , -0.890       ,        2460.68, 258.502  , 60.541   , -46.665  , -0.153   , -0.423   ,     0.893, -0.146       , 0.575        , 0.805        ,          2.608, -274.000 , -109.267 , 30.489   , 0.445        , 0.459        , 0.769        ,         15.593, -284.336 , 19.282   , -180.809
  0.611517, 0.608        , -0.715       , -0.346       ,        3695.30, -68.710  , 45.993   , 448.295  , -0.708   ,     0.698, -0.106   , 0.613        , -0.583       , 0.534        ,        2477.94, -220.902 , 242.388  , -34.131  , -0.220   , -0.097   , -0.971   , 0.294        , -0.785       , -0.545       ,        2971.43, -65.913  , -31.557  , 22.381   , -0.684   ,     0.655, -0.320   , -0.562       , -0.313       , -0.766       ,        2808.31, 266.448  , 19.919   , -4.476   , -0.165   , -0.364   ,     0.917, 0.737        , 0.510        , 0.443        ,          6.809, -303.374 , -220.153 , -32.031  , 0.624        , 0.502        , 0.599        ,         18.885, -379.664 , 162.107  , 34.443
  0.635280, 0.982        , 0.088        , -0.169       ,        2749.52, -128.356 , -26.634  , 612.237  , -0.531   ,     0.847, 0.031    , 0.331        , -0.886       , 0.326        ,        1951.03, -348.587 , -231.981 , 76.767   , -0.232   , 0.085    , -0.969   , 0.099        , -0.798       , -0.595       ,        2576.66, 20.255   , -10.743  , -64.570  , -0.690   ,     0.669, -0.277   , -0.658       , -0.014       , -0.753       ,        3191.71, 142.008  , 4.364    , 44.874   , -0.170   , -0.323   ,     0.931, 0.952        , -0.285       , 0.110        ,          7.751, 5.298    , -106.321 , -59.313  , 0.941        , 0.263        , 0.214        ,          7.926, -497.221 , 14.931   , 193.481
  0.656796, -0.077       , 0.977        , -0.200       ,        2910.87, -168.866 , -96.351  , 241.717  , -0.240   ,     0.955, 0.175    , -0.162       , -0.154       , 0.975        ,        2371.92, -149.618 , -192.926 , 182.183  , -0.303   , 0.139    , -0.943   , 0.041        , -0.958       , -0.283       ,        2402.05, -7.610   , -29.767  , -74.641  , -0.745   ,     0.597, -0.297   , -0.639       , 0.127        , -0.758       ,        2976.93, 77.551   , 36.257   , -14.883  , -0.206   , -0.299   ,     0.932, 0.394        , 0.874        , 0.285        ,         15.532, 204.382  , 83.237   , 95.634   , -0.277       , 0.467        , -0.840       ,          5.487, -294.305 , -500.275 , 167.160
  0.679750, 0.837        , -0.098       , -0.539       ,        2320.65, 0.336    , -182.183 , -211.390 , -0.209   ,     0.942, 0.263    , 0.093        , 0.063        , 0.994        ,        2602.56, 56.736   , -14.660  , 224.147  , -0.294   , 0.170    , -0.941   , 0.629        , -0.682       , -0.373       ,        1606.65, 76.432   , -11.526  , 4.029    , -0.755   ,     0.586, -0.295   , -0.563       , -0.326       , -0.759       ,        2420.01, 139.770  , -2.798   , 7.610    , -0.225   , -0.265   ,     0.938, 0.219        , 0.191        , 0.957        ,         21.985, 321.908  , 500.260  , 52.275   , 0.206        , -0.279       , 0.938        ,          7.470, -38.565  , 63.359   , -66.260
  0.700829, -0.271       , -0.915       , -0.299       ,        3688.80, 17.681   , -207.361 , -381.487 , -0.331   ,     0.902, 0.276    , -0.499       , -0.770       , 0.399        ,        1989.96, -196.954 , 9.624    , -243.955 , -0.283   , 0.172    , -0.944   , -0.166       , -0.960       , -0.225       ,        3063.38, 191.023  , 64.010   , -76.879  , -0.705   ,     0.616, -0.350   , -0.833       , 0.150        , -0.533       ,        3427.75, 7.274    , -28.872  , -17.569  , -0.243   , -0.257   ,     0.936, -0.113       , 0.374        , 0.921        ,         25.233, -212.947 , 157.405  , 60.473   , 0.968        , 0.212        , 0.135        ,          7.362, -49.511  , 195.374  , -92.779
  0.726147, 0.088        , -0.971       , 0.221        ,        4009.63, 210.719  , -78.670  , -75.648  , -0.414   ,     0.881, 0.228    , 0.605        , -0.763       , -0.227       ,        3124.20, -168.306 , -105.975 , -93.218  , -0.376   , 0.223    , -0.899   , 0.374        , -0.804       , -0.462       ,        3228.42, 5.371    , 1.231    , 76.544   , -0.702   ,     0.577, -0.419   , -0.250       , -0.062       , -0.966       ,        2152.81, 25.626   , 50.470   , -12.981  , -0.236   , -0.268   ,     0.934, -0.705       , 0.551        , -0.448       ,         18.895, -357.557 , 50.992   , -65.985  , 0.228        , 0.312        , 0.922        ,         15.799, 63.466   , 107.511  , 41.145
  0.750186, 0.787        , -0.347       , -0.510       ,        3313.81, -173.006 , 40.622   , -24.619  , -0.448   ,     0.877, 0.172    , 0.949        , -0.271       , -0.160       ,        4493.25, -104.072 , -624.099 , -46.889  , -0.425   , 0.265    , -0.865   , 0.056        , -0.862       , -0.503       ,        3160.42, -175.804 , 63.563   , 96.799   , -0.714   ,     0.582, -0.390   , -0.205       , -0.127       , -0.970       ,        2196.12, -87.510  , 14.660   , 21.598   , -0.263   , -0.252   ,     0.931, 0.088        , -0.320       , 0.943        ,         17.965, -238.290 , -120.885 , -308.183 , -0.259       , 0.089        , 0.962        ,         17.255, -143.298 , -160.198 , 47.252
  0.773208, 0.305        , -0.829       , -0.469       ,        3669.85, -23.948  , -151.968 , -123.544 , -0.462   ,     0.847, 0.263    , -0.237       , -0.399       , 0.886        ,        6251.70, -125.782 , -606.530 , -94.784  , -0.637   , 0.273    , -0.721   , 0.040        , -0.851       , -0.523       ,        2461.54, 15.107   , -36.369  , 86.167   , -0.737   ,     0.599, -0.313   , -0.789       , -0.155       , -0.594       ,        3319.20, 30.550   , -29.207  , 47.784   , -0.262   , -0.265   ,     0.928, 0.506        , 0.611        , 0.609        ,         11.153, -500.275 , -234.916 , -261.649 , 0.625        , -0.515       , 0.586        ,          6.876, -217.664 , -71.786  , -112.031
  0.857753, 0.234        , -0.917       , 0.322        ,        3060.32, -129.251 , -148.051 , 19.807   , -0.459   ,     0.821, 0.339    , -0.190       , -0.595       , 0.781        ,        7761.11, -81.356  , -10.519  , -128.580 , -0.800   , 0.209    , -0.563   , 0.133        , -0.928       , -0.348       ,        2936.63, -26.745  , -48.791  , 33.348   , -0.709   ,     0.609, -0.354   , -0.467       , -0.188       , -0.864       ,        2793.46, -39.503  , 9.176    , 54.386   , -0.267   , -0.259   ,     0.928, 0.759        , -0.601       , -0.249       ,          6.144, -116.840 , -41.786  , -172.397 , 0.599        , -0.072       , 0.798        ,          6.676, -118.656 , 101.374  , -33.191
  0.858255, 0.332        , -0.941       , -0.072       ,        1566.10, -125.446 , 3.469    , 3.133    , -0.414   ,     0.805, 0.424    , 0.797        , -0.603       , -0.027       ,        3319.85, -270.700 , -60.653  , 82.475   , -0.783   , 0.273    , -0.559   , 0.233        , -0.933       , 0.274        ,        1888.77, -47.224  , -55.281  , 33.796   , -0.655   ,     0.625, -0.424   , -0.346       , -0.190       , -0.919       ,        2862.87, -87.510  , -5.148   , 16.898   , -0.246   , -0.255   ,     0.935, 0.387        , 0.087        , 0.918        ,         10.622, 104.198  , 32.076   , -113.328 , 0.248        , 0.137        , 0.959        ,         14.252, -48.061  , -12.107  , -73.237
  0.858762, 0.414        , -0.695       , -0.588       ,        3223.55, -42.077  , 23.276   , 10.743   , -0.397   ,     0.816, 0.420    , 0.483        , -0.820       , 0.306        ,        2045.89, -119.851 , -64.905  , 107.094  , -0.787   , 0.315    , -0.531   , 0.372        , -0.823       , -0.429       ,        1582.14, 12.533   , 25.291   , -17.905  , -0.660   ,     0.650, -0.378   , -0.424       , 0.058        , -0.904       ,        2290.23, -36.929  , -23.948  , 8.841    , -0.222   , -0.299   ,     0.928, 0.142        , 0.180        , 0.973        ,         19.021, 37.084   , 10.580   , -70.031  , 0.361        , 0.142        , 0.921        ,         13.830, -102.733 , 38.107   , -6.504
  0.865629, 0.392        , -0.799       , -0.457       ,        2606.05, 1.790    , 0.671    , 45.993   , -0.434   ,     0.816, 0.381    , 0.571        , -0.812       , 0.123        ,        2624.66, -45.322  , -14.548  , 101.163  , -0.789   , 0.387    , -0.478   , 0.304        , -0.877       , -0.371       ,        2356.01, 40.734   , 36.817   , -63.786  , -0.679   ,     0.619, -0.396   , -0.350       , 0.211        , -0.913       ,        2160.05, -45.210  , -4.812   , 10.072   , -0.220   , -0.299   ,     0.928, 0.114        , 0.150        , 0.982        ,         14.070, -21.924  , 35.374   , -46.504  , 0.225        , 0.118        , 0.967        ,         12.194, -122.870 , 68.076   , -0.947
  0.883585, 0.370        , -0.821       , -0.434       ,        3286.64, 7.945    , -8.281   , 33.796   , -0.412   ,     0.832, 0.371    , 0.547        , -0.812       , 0.206        ,        2903.52, -56.065  , -26.969  , 99.932   , -0.774   , 0.424    , -0.470   , 0.124        , -0.992       , -0.028       ,        2856.03, 81.691   , 39.615   , -61.324  , -0.697   ,     0.606, -0.384   , -0.426       , 0.222        , -0.877       ,        2138.46, 155.997  , 14.212   , -17.793  , -0.218   , -0.301   ,     0.929, 0.567        , 0.325        , 0.757        ,          7.200, 37.649   , 49.435   , -36.718  , -0.639       , 0.268        , 0.721        ,          2.656, -76.992  , 157.847  , -30.962
