  0.004161, BNO0_UnitAccX, BNO0_UnitAccY, BNO0_UnitAccZ, BNO0_RawAccMag, BNO0_GyrX, BNO0_GyrY, BNO0_GyrZ, BNO0_MagX, BNO0_MagY, BNO0_MagZ, BNO1_UnitAccX, BNO1_UnitAccY, BNO1_UnitAccZ, BNO1_RawAccMag, BNO1_GyrX, BNO1_GyrY, BNO1_GyrZ, BNO1_MagX, BNO1_MagY, BNO1_MagZ, BNO2_UnitAccX, BNO2_UnitAccY, BNO2_UnitAccZ, BNO2_RawAccMag, BNO2_GyrX, BNO2_GyrY, BNO2_GyrZ, BNO2_MagX, BNO2_MagY, BNO2_MagZ, BNO3_UnitAccX, BNO3_UnitAccY, BNO3_UnitAccZ, BNO3_RawAccMag, BNO3_GyrX, BNO3_GyrY, BNO3_GyrZ, BNO3_MagX, BNO3_MagY, BNO3_MagZ, MPU0_UnitAccX, MPU0_UnitAccY, MPU0_UnitAccZ, MPU0_RawAccMag, MPU0_GyrX, MPU0_GyrY, MPU0_GyrZ, MPU1_UnitAccX, MPU1_UnitAccY, MPU1_UnitAccZ, MPU1_RawAccMag, MPU1_GyrX, MPU1_GyrY, MPU1_GyrZ
 62.782891, 0.777        , -0.354       , -0.521       ,        2551.30, -1.679   , -1.007   , -1.119   , -0.689   ,     0.510, 0.515    , 0.552        , -0.703       , -0.449       ,        8175.80, -98.813  , -255.481 , 221.126  , -0.434   , 0.738    , 0.516    , 0.063        , -0.933       , -0.355       ,        2484.10, 0.560    , 0.112    , 0.560    , -0.218   ,     0.564, -0.797   , -0.190       , -0.119       , -0.975       ,        2570.25, 4.924    , -2.574   , -3.693   , -0.328   , -0.106   ,     0.939, 0.285        , 0.434        , 0.855        ,         10.867, 6.046    , -3.084   , -0.641   , 0.332        , 0.616        , 0.715        ,          9.880, -4.244   , -5.099   , 1.160
 62.807356, 0.780        , -0.342       , -0.525       ,        2530.72, -10.855  , -0.895   , -9.288   , -0.698   ,     0.497, 0.515    , 0.844        , 0.497        , -0.203       ,        1218.62, -126.565 , -308.748 , 217.433  , -0.249   , 0.700    , 0.669    , 0.069        , -0.938       , -0.341       ,        2532.99, 3.245    , 0.000    , -2.126   , -0.223   ,     0.554, -0.802   , -0.253       , -0.069       , -0.965       ,        2431.08, -5.371   , -1.902   , -1.455   , -0.329   , -0.098   ,     0.939, 0.290        , 0.440        , 0.850        ,         10.853, 5.603    , -1.695   , -0.382   , 0.339        , 0.621        , 0.707        ,          9.882, -5.221   , -4.412   , -0.397
 62.826518, 0.786        , -0.322       , -0.528       ,        2533.02, -6.155   , -0.112   , -4.141   , -0.680   ,     0.489, 0.546    , 0.098        , 0.902        , 0.420        ,         975.56, -31.557  , -222.693 , 112.801  , -0.181   , 0.676    , 0.714    , 0.066        , -0.937       , -0.342       ,        2523.00, 0.783    , -1.119   , 0.000    , -0.207   ,     0.578, -0.789   , -0.261       , -0.052       , -0.964       ,        2475.92, -7.162   , -1.567   , -2.126   , -0.329   , -0.095   ,     0.939, 0.287        , 0.440        , 0.851        ,         10.864, 5.130    , 1.649    , -3.389   , 0.332        , 0.620        , 0.711        ,          9.867, -7.115   , -2.565   , -2.290
 62.858434, 0.784        , -0.333       , -0.523       ,        2538.05, -1.790   , 0.895    , 0.560    , -0.689   ,     0.485, 0.538    , -0.194       , -0.915       , 0.354        ,        1020.73, 62.108   , -102.058 , 31.557   , -0.082   , 0.712    , 0.698    , 0.054        , -0.936       , -0.348       ,        2504.64, 1.790    , 0.000    , 0.895    , -0.208   ,     0.567, -0.797   , -0.266       , -0.089       , -0.960       ,        2535.69, 3.133    , 0.560    , -2.014   , -0.328   , -0.105   ,     0.939, 0.285        , 0.436        , 0.854        ,         10.878, 6.427    , 1.298    , -4.550   , 0.329        , 0.617        , 0.715        ,          9.858, -6.733   , -2.229   , -1.939
 62.878533, 0.781        , -0.333       , -0.528       ,        2536.26, 0.336    , 0.560    , 2.686    , -0.726   ,     0.495, 0.478    , -0.424       , 0.221        , 0.878        ,        2386.44, 31.893   , 48.903   , -44.762  , -0.122   , 0.733    , 0.669    , 0.062        , -0.937       , -0.344       ,        2512.06, 3.357    , 1.007    , -0.560   , -0.220   ,     0.552, -0.804   , -0.268       , -0.079       , -0.960       ,        2484.76, 2.350    , -2.574   , 1.119    , -0.337   , -0.089   ,     0.937, 0.283        , 0.441        , 0.852        ,         10.828, 5.695    , 1.206    , -1.802   , 0.330        , 0.616        , 0.715        ,          9.875, -5.863   , -5.282   , -0.855
 62.893081, 0.784        , -0.330       , -0.525       ,        2528.46, 4.924    , 0.336    , 4.588    , -0.733   ,     0.474, 0.488    , 0.186        , 0.445        , 0.876        ,        2574.00, 98.253   , 401.294  , -270.364 , -0.221   , 0.755    , 0.617    , 0.066        , -0.937       , -0.342       ,        2523.00, -1.790   , 0.448    , 0.112    , -0.211   ,     0.565, -0.798   , -0.294       , -0.055       , -0.954       ,        2490.32, 5.148    , 8.841    , 2.798    , -0.333   , -0.098   ,     0.938, 0.279        , 0.441        , 0.853        ,         10.796, 6.229    , 5.695    , -0.550   , 0.331        , 0.618        , 0.713        ,          9.858, -6.290   , -5.893   , -2.397
 62.922489, 0.790        , -0.329       , -0.517       ,        2569.55, 13.764   , 0.224    , 10.631   , -0.734   ,     0.498, 0.462    , -0.406       , -0.806       , -0.431       ,        6233.96, -11.638  , 383.054  , -325.198 , -0.403   , 0.726    , 0.558    , 0.096        , -0.937       , -0.336       ,        2535.30, -8.617   , -0.895   , 1.343    , -0.230   ,     0.550, -0.803   , -0.022       , -0.042       , -0.999       ,        2564.95, 9.512    , 9.400    , 3.469    , -0.340   , -0.089   ,     0.936, 0.241        , 0.438        , 0.866        ,         10.819, 6.061    , 4.977    , -5.221   , 0.253        , 0.610        , 0.751        ,          9.840, -7.985   , -2.336   , 2.885
 62.938392, 0.745        , -0.398       , -0.536       ,        2516.54, 6.043    , -4.476   , 5.036    , -0.674   ,     0.532, 0.513    , 0.320        , -0.940       , 0.119        ,        3851.99, 389.320  , 94.784   , 55.058   , -0.470   , 0.580    , 0.665    , 0.062        , -0.967       , -0.248       ,        3165.82, 36.257   , -0.895   , -11.414  , -0.224   ,     0.554, -0.802   , -0.180       , -0.254       , -0.950       ,        2933.80, 17.122   , 9.848    , -4.812   , -0.334   , -0.094   ,     0.938, 0.253        , 0.455        , 0.854        ,         10.495, 8.153    , 8.672    , -0.641   , 0.296        , 0.622        , 0.725        ,          9.769, -3.969   , -3.893   , -3.420
 62.959694, 0.765        , -0.425       , -0.484       ,        2706.05, 13.093   , 5.036    , 3.469    , -0.712   ,     0.488, 0.504    , 0.692        , -0.215       , -0.689       ,        2605.29, -111.122 , -18.912  , -53.939  , -0.395   , 0.675    , 0.623    , 0.060        , -0.924       , -0.377       ,        2442.05, -9.848   , 0.336    , 0.112    , -0.209   ,     0.564, -0.799   , -0.208       , -0.167       , -0.964       ,        2872.00, -10.183  , 3.021    , 1.567    , -0.333   , -0.097   ,     0.938, 0.293        , 0.436        , 0.851        ,         10.845, 4.718    , 3.160    , -3.664   , 0.342        , 0.614        , 0.712        ,          9.912, -6.504   , -4.656   , -1.145
 62.982170, 0.769        , -0.368       , -0.523       ,        2538.95, -4.364   , -2.462   , -2.910   , -0.683   ,     0.512, 0.521    , 0.589        , -0.416       , -0.693       ,        2975.46, 233.771  , 41.853   , -61.772  , -0.418   , 0.704    , 0.574    , 0.060        , -0.946       , -0.319       ,        2614.18, -2.462   , 0.895    , 1.231    , -0.225   ,     0.562, -0.796   , -0.234       , -0.120       , -0.965       ,        2462.55, 2.686    , 1.679    , 0.224    , -0.333   , -0.097   ,     0.938, 0.270        , 0.438        , 0.857        ,         10.816, 1.450    , -2.198   , 2.229    , 0.337        , 0.612        , 0.716        ,          9.912, -4.580   , -10.214  , 1.588
 63.005720, 0.780        , -0.342       , -0.525       ,        2530.72, -8.057   , -1.119   , -7.162   , -0.675   ,     0.495, 0.547    , 0.572        , -0.693       , -0.439       ,        8250.18, -10.407  , -212.285 , 190.352  , -0.457   , 0.698    , 0.551    , 0.066        , -0.934       , -0.351       ,        2510.88, 0.112    , 1.007    , -0.448   , -0.202   ,     0.559, -0.804   , -0.241       , -0.063       , -0.968       ,        2513.28, -8.505   , -6.155   , 2.014    , -0.321   , -0.104   ,     0.941, 0.277        , 0.441        , 0.854        ,         10.804, 8.168    , -2.824   , -0.870   , 0.327        , 0.617        , 0.716        ,          9.847, -2.702   , -4.763   , -0.305
 63.030379, 0.782        , -0.348       , -0.518       ,        2546.19, -6.379   , 1.567    , -6.826   , -0.696   ,     0.498, 0.518    , 0.781        , 0.613        , -0.116       ,        1627.68, -162.152 , -315.910 , 231.197  , -0.232   , 0.740    , 0.631    , 0.069        , -0.938       , -0.341       ,        2532.99, 2.350    , -0.783   , -1.902   , -0.213   ,     0.575, -0.790   , -0.242       , -0.060       , -0.968       ,        2464.73, 0.560    , -0.112   , -3.581   , -0.331   , -0.105   ,     0.938, 0.292        , 0.442        , 0.848        ,         10.846, 5.679    , -0.794   , -0.824   , 0.336        , 0.621        , 0.708        ,          9.895, -5.267   , -3.511   , -1.557
 63.050253, 0.785        , -0.326       , -0.528       ,        2536.26, -5.931   , 0.671    , -4.700   , -0.728   ,     0.505, 0.464    , 0.458        , -0.008       , 0.889        ,         253.15, -12.422  , -225.266 , 121.418  , -0.199   , 0.712    , 0.673    , 0.063        , -0.936       , -0.346       ,        2494.26, 1.231    , -1.343   , 1.119    , -0.225   ,     0.567, -0.792   , -0.274       , -0.048       , -0.961       ,        2463.97, -0.895   , -1.343   , -3.245   , -0.335   , -0.100   ,     0.937, 0.282        , 0.441        , 0.852        ,         10.821, 5.099    , 1.847    , -4.107   , 0.331        , 0.617        , 0.714        ,          9.861, -7.374   , -2.076   , -2.611
 63.074723, 0.782        , -0.336       , -0.526       ,        2545.85, -2.238   , 1.007    , 0.783    , -0.721   ,     0.486, 0.494    , -0.124       , -0.860       , 0.496        ,        1440.18, 40.622   , -54.498  , 19.360   , -0.123   , 0.679    , 0.724    , 0.058        , -0.937       , -0.345       ,        2502.08, 3.581    , 0.112    , 0.895    , -0.211   ,     0.565, -0.798   , -0.269       , -0.093       , -0.959       ,        2539.27, 2.462    , -2.350   , -1.231   , -0.314   , -0.127   ,     0.941, 0.282        , 0.437        , 0.854        ,         10.858, 7.023    , 0.947    , -4.412   , 0.324        , 0.615        , 0.719        ,          9.829, -5.756   , -3.252   , -1.557
 63.096443, 0.782        , -0.335       , -0.526       ,        2523.17, 3.021    , 1.119    , 2.462    , -0.699   ,     0.482, 0.528    , -0.329       , 0.130        , 0.935        ,        2241.84, 29.431   , 148.275  , -73.970  , -0.111   , 0.730    , 0.674    , 0.061        , -0.944       , -0.324       ,        2567.88, 5.260    , 1.567    , -0.895   , -0.212   ,     0.564, -0.798   , -0.278       , -0.101       , -0.955       ,        2425.55, 6.379    , -4.476   , 4.252    , -0.324   , -0.107   ,     0.940, 0.286        , 0.439        , 0.852        ,         10.877, 5.206    , 1.023    , -0.550   , 0.330        , 0.619        , 0.713        ,          9.889, -5.313   , -6.519   , -0.427
 63.118613, 0.782        , -0.339       , -0.523       ,        2522.60, 5.931    , -0.560   , 4.364    , -0.743   ,     0.487, 0.458    , 0.817        , 0.405        , 0.411        ,        1785.29, 40.510   , 349.370  , -193.709 , -0.196   , 0.768    , 0.610    , 0.069        , -0.937       , -0.342       ,        2523.61, -4.029   , 0.000    , 0.000    , -0.224   ,     0.564, -0.795   , -0.283       , -0.055       , -0.958       ,        2522.12, 3.021    , 6.043    , 4.476    , -0.327   , -0.109   ,     0.939, 0.277        , 0.440        , 0.854        ,         10.783, 6.397    , 3.511    , 1.252    , 0.331        , 0.616        , 0.715        ,          9.847, -5.252   , -7.557   , -0.275
 63.141378, 0.776        , -0.348       , -0.526       ,        2542.87, 12.198   , -0.560   , 7.945    , -0.730   ,     0.496, 0.470    , 0.880        , 0.211        , -0.426       ,        3710.09, 56.848   , 426.025  , -300.915 , -0.341   , 0.759    , 0.555    , 0.104        , -0.931       , -0.351       ,        2540.44, -10.183  , -1.902   , 1.902    , -0.217   ,     0.562, -0.798   , 0.009        , -0.067       , -0.998       ,        2518.71, 7.162    , 16.338   , 0.112    , -0.325   , -0.103   ,     0.940, 0.294        , 0.434        , 0.852        ,         10.916, 6.168    , 5.588    , -6.702   , 0.266        , 0.620        , 0.738        ,          9.810, -9.008   , 4.504    , -0.794
 63.163589, 0.790        , -0.386       , -0.476       ,        2645.79, 3.245    , -3.805   , -1.567   , -0.721   ,     0.477, 0.503    , 0.444        , -0.893       , 0.074        ,        3154.40, 360.896  , 66.248   , 73.746   , -0.420   , 0.677    , 0.604    , 0.044        , -0.970       , -0.239       ,        3115.45, 12.422   , 0.336    , -0.224   , -0.231   ,     0.551, -0.802   , -0.175       , -0.298       , -0.938       ,        2896.91, 12.981   , 6.714    , -3.805   , -0.336   , -0.097   ,     0.937, 0.288        , 0.444        , 0.849        ,         10.682, 8.687    , 7.176    , -1.802   , 0.313        , 0.622        , 0.718        ,          9.814, -4.321   , -3.282   , -2.901
 63.186099, 0.769        , -0.403       , -0.496       ,        2679.53, 14.436   , 5.036    , 5.260    , -0.711   ,     0.466, 0.527    , 0.684        , -0.403       , -0.608       ,        2535.62, -43.308  , -7.498   , -29.431  , -0.401   , 0.698    , 0.593    , 0.072        , -0.921       , -0.382       ,        2438.52, -14.772  , -1.007   , 0.895    , -0.223   ,     0.557, -0.800   , -0.222       , -0.164       , -0.961       ,        2810.60, 10.407   , 4.364    , -2.238   , -0.341   , -0.106   ,     0.934, 0.290        , 0.437        , 0.851        ,         10.822, 4.992    , 2.992    , -4.840   , 0.335        , 0.614        , 0.715        ,          9.877, -6.992   , -3.786   , -1.527
 63.209454, 0.769        , -0.366       , -0.524       ,        2551.87, 1.007    , -0.895   , 1.231    , -0.697   ,     0.505, 0.509    , 0.616        , -0.475       , -0.628       ,        2686.84, 47.000   , 11.526   , -22.493  , -0.332   , 0.723    , 0.606    , 0.061        , -0.942       , -0.329       ,        2562.66, -5.036   , 0.671    , 1.790    , -0.209   ,     0.568, -0.796   , -0.249       , -0.115       , -0.962       ,        2389.90, -4.141   , 0.448    , 2.350    , -0.333   , -0.098   ,     0.938, 0.275        , 0.435        , 0.857        ,         10.891, 0.015    , -1.573   , 1.954    , 0.338        , 0.615        , 0.712        ,          9.925, -5.786   , -10.366  , 1.878
 63.240495, 0.775        , -0.354       , -0.523       ,        2556.52, -5.931   , -1.902   , -5.595   , -0.721   ,     0.471, 0.508    , 0.515        , -0.747       , -0.421       ,        9733.04, 28.872   , -231.533 , 197.514  , -0.416   , 0.738    , 0.532    , 0.069        , -0.933       , -0.352       ,        2532.74, -0.448   , 0.895    , 0.000    , -0.217   ,     0.577, -0.787   , -0.210       , -0.085       , -0.974       ,        2560.37, -7.833   , -3.357   , 0.895    , -0.338   , -0.106   ,     0.935, 0.277        , 0.434        , 0.857        ,         10.837, 6.977    , -3.084   , -1.023   , 0.326        , 0.615        , 0.718        ,          9.850, -3.878   , -3.954   , 0.275
 63.256454, 0.778        , -0.355       , -0.518       ,        2546.63, -10.407  , 0.224    , -9.400   , -0.692   ,     0.480, 0.540    , 0.798        , 0.599        , -0.066       ,        2109.58, -230.190 , -367.051 , 251.452  , -0.279   , 0.686    , 0.672    , 0.069        , -0.938       , -0.341       ,        2532.99, 5.260    , -0.336   , -2.462   , -0.230   ,     0.556, -0.799   , -0.233       , -0.098       , -0.968       ,        2515.60, -2.574   , -3.917   , -3.021   , -0.328   , -0.106   ,     0.939, 0.295        , 0.440        , 0.848        ,         10.844, 6.076    , -1.496   , -0.931   , 0.342        , 0.618        , 0.708        ,          9.896, -5.298   , -3.817   , -0.885
 63.284818, 0.779        , -0.338       , -0.528       ,        2532.59, -3.021   , 0.895    , -3.133   , -0.717   ,     0.461, 0.524    , -0.257       , 0.723        , 0.641        ,        1419.16, 14.100   , -236.905 , 123.432  , -0.153   , 0.677    , 0.720    , 0.062        , -0.936       , -0.347       ,        2516.10, 1.902    , -1.231   , 1.007    , -0.216   ,     0.577, -0.788   , -0.282       , -0.036       , -0.959       ,        2458.66, 0.448    , -0.112   , -4.364   , -0.330   , -0.098   ,     0.939, 0.287        , 0.439        , 0.851        ,         10.836, 4.916    , 2.809    , -5.374   , 0.334        , 0.620        , 0.710        ,          9.856, -8.321   , -0.916   , -3.435
 63.302487, 0.781        , -0.339       , -0.525       ,        2549.23, -0.336   , 1.343    , 2.798    , -0.721   ,     0.486, 0.494    , -0.356       , -0.570       , 0.740        ,        1931.44, 70.836   , 2.798    , -25.515  , -0.084   , 0.708    , 0.701    , 0.059        , -0.933       , -0.354       ,        2492.82, 4.588    , 0.671    , 1.455    , -0.223   ,     0.575, -0.787   , -0.284       , -0.081       , -0.955       ,        2548.49, 1.455    , 1.343    , -1.567   , -0.324   , -0.106   ,     0.940, 0.271        , 0.440        , 0.856        ,         10.770, 7.313    , 2.122    , -5.282   , 0.318        , 0.612        , 0.724        ,          9.792, -5.969   , -3.420   , -1.954
 63.329957, 0.780        , -0.344       , -0.522       ,        2541.95, 4.812    , 1.119    , 4.252    , -0.693   ,     0.488, 0.532    , -0.249       , 0.261        , 0.933        ,        2962.91, 81.356   , 243.619  , -145.925 , -0.118   , 0.703    , 0.701    , 0.062        , -0.941       , -0.334       ,        2525.00, 2.686    , 1.790    , -0.783   , -0.214   ,     0.564, -0.797   , -0.262       , -0.116       , -0.958       ,        2459.27, 8.729    , 0.336    , 4.588    , -0.326   , -0.096   ,     0.940, 0.283        , 0.436        , 0.854        ,         10.834, 7.328    , 2.015    , -0.336   , 0.332        , 0.614        , 0.716        ,          9.845, -4.275   , -6.992   , -1.023
 63.349916, 0.780        , -0.328       , -0.532       ,        2515.13, 9.848    , 1.007    , 5.819    , -0.710   ,     0.487, 0.509    , 0.829        , 0.499        , 0.253        ,        2826.22, 59.086   , 452.435  , -324.975 , -0.342   , 0.775    , 0.532    , 0.077        , -0.936       , -0.344       ,        2537.53, -8.281   , -0.224   , -0.560   , -0.219   ,     0.573, -0.790   , -0.303       , -0.078       , -0.950       ,        2387.79, 6.602    , -2.686   , 6.043    , -0.336   , -0.097   ,     0.937, 0.298        , 0.460        , 0.837        ,         10.886, 5.908    , 4.412    , -1.313   , 0.350        , 0.645        , 0.680        ,         10.116, -9.481   , 0.977    , -3.756
 63.375211, 0.771        , -0.373       , -0.517       ,        2609.21, 15.443   , -1.007   , 12.422   , -0.730   ,     0.513, 0.452    , 0.340        , 0.534        , -0.774       ,        8185.09, -848.246 , -66.696  , 170.880  , -0.467   , 0.638    , 0.613    , -0.060       , -0.869       , -0.491       ,        1997.06, -9.960   , -4.252   , 7.722    , -0.217   ,     0.565, -0.796   , -0.048       , -0.042       , -0.998       ,        2625.24, 6.714    , 8.057    , -8.281   , -0.332   , -0.101   ,     0.938, 0.280        , 0.424        , 0.861        ,         10.874, 9.878    , -15.389  , 1.481    , 0.370        , 0.597        , 0.712        ,          9.838, -1.374   , -11.420  , 4.916
 63.406793, 0.747        , -0.356       , -0.561       ,        2455.96, -17.457  , -6.267   , -13.988  , -0.746   ,     0.473, 0.469    , 0.429        , -0.903       , 0.006        ,        3193.34, -91.315  , -19.136  , -8.841   , -0.441   , 0.679    , 0.587    , 0.075        , -0.911       , -0.406       ,        2198.92, -6.602   , -1.790   , -1.790   , -0.194   ,     0.564, -0.803   , -0.188       , -0.082       , -0.979       ,        2287.39, -10.743  , -14.995  , 4.364    , -0.331   , -0.105   ,     0.938, 0.298        , 0.447        , 0.844        ,         11.061, 2.809    , -4.092   , 0.260    , 0.331        , 0.622        , 0.709        ,          9.897, -5.557   , -6.611   , 0.046
 63.415158, 0.778        , -0.315       , -0.544       ,        2496.66, -5.483   , -2.126   , -2.126   , -0.696   ,     0.482, 0.533    , 0.678        , -0.493       , -0.545       ,        2468.77, 14.436   , 6.826    , -4.029   , -0.433   , 0.682    , 0.589    , 0.064        , -0.932       , -0.357       ,        2420.46, 4.252    , 2.014    , 0.224    , -0.212   ,     0.560, -0.801   , -0.274       , -0.119       , -0.954       ,        2387.37, -14.212  , -4.364   , 3.133    , -0.339   , -0.100   ,     0.936, 0.270        , 0.444        , 0.854        ,         10.731, 2.519    , 0.779    , -0.733   , 0.312        , 0.614        , 0.726        ,          9.814, -6.076   , -7.832   , -0.137
 63.438394, 0.779        , -0.352       , -0.519       ,        2543.09, -1.343   , -0.112   , -0.895   , -0.709   ,     0.503, 0.494    , 0.586        , -0.343       , -0.734       ,        5066.22, 110.227  , 14.995   , -29.096  , -0.442   , 0.675    , 0.591    , 0.061        , -0.940       , -0.336       ,        2536.81, -4.029   , 0.000    , 1.343    , -0.209   ,     0.561, -0.801   , -0.241       , -0.117       , -0.963       ,        2515.96, -2.686   , 0.448    , 1.343    , -0.335   , -0.101   ,     0.937, 0.270        , 0.438        , 0.858        ,         10.860, 2.718    , -0.885   , 1.206    , 0.327        , 0.614        , 0.718        ,          9.892, -4.992   , -8.718   , 1.252
 63.459260, 0.776        , -0.360       , -0.518       ,        2565.43, -3.357   , -1.343   , -4.141   , -0.707   ,     0.510, 0.491    , 0.503        , -0.780       , -0.372       ,        7834.00, 173.454  , -113.920 , 24.619   , -0.425   , 0.742    , 0.519    , 0.066        , -0.933       , -0.353       ,        2501.54, 0.224    , 0.000    , -0.895   , -0.218   ,     0.566, -0.795   , -0.207       , -0.133       , -0.969       ,        2592.66, -3.469   , 3.805    , -2.238   , -0.322   , -0.107   ,     0.941, 0.274        , 0.441        , 0.855        ,         10.827, 7.267    , -2.336   , -0.305   , 0.322        , 0.616        , 0.719        ,          9.826, -3.221   , -5.160   , 0.366
 63.480055, 0.778        , -0.351       , -0.521       ,        2547.77, -4.029   , 0.671    , -5.036   , -0.711   ,     0.495, 0.499    , 0.733        , 0.588        , -0.342       ,        1496.65, -189.009 , -245.633 , 187.442  , -0.290   , 0.732    , 0.616    , 0.065        , -0.940       , -0.334       ,        2557.18, 2.350    , -0.560   , -2.238   , -0.229   ,     0.536, -0.813   , -0.244       , -0.101       , -0.965       ,        2442.64, 0.560    , -2.014   , -1.679   , -0.327   , -0.091   ,     0.940, 0.295        , 0.437        , 0.849        ,         10.858, 5.603    , -0.794   , -0.168   , 0.343        , 0.623        , 0.703        ,          9.873, -4.947   , -4.214   , -1.115
 63.500900, 0.781        , -0.331       , -0.530       ,        2525.91, -4.364   , 0.224    , -4.029   , -0.716   ,     0.506, 0.481    , 0.573        , 0.795        , -0.201       ,         836.59, 37.265   , -138.539 , 58.303   , -0.223   , 0.685    , 0.693    , 0.066        , -0.932       , -0.357       ,        2497.63, -0.336   , -1.007   , 0.671    , -0.213   ,     0.581, -0.786   , -0.247       , -0.048       , -0.968       ,        2487.17, -0.671   , -3.469   , -3.245   , -0.331   , -0.108   ,     0.937, 0.285        , 0.439        , 0.852        ,         10.845, 5.359    , 2.427    , -5.389   , 0.332        , 0.619        , 0.712        ,          9.873, -8.031   , -0.916   , -3.313
 63.521878, 0.781        , -0.339       , -0.525       ,        2549.23, -0.336   , 1.007    , 2.462    , -0.710   ,     0.512, 0.484    , 0.142        , -0.845       , 0.516        ,        1022.89, 74.082   , -27.641  , -13.653  , -0.152   , 0.739    , 0.656    , 0.058        , -0.937       , -0.345       ,        2502.08, 4.476    , 0.000    , 1.119    , -0.212   ,     0.568, -0.795   , -0.268       , -0.098       , -0.959       ,        2519.33, 0.000    , 2.014    , -2.910   , -0.327   , -0.109   ,     0.939, 0.276        , 0.439        , 0.855        ,         10.811, 6.992    , 2.046    , -4.718   , 0.321        , 0.614        , 0.721        ,          9.835, -6.336   , -2.580   , -2.534
 63.548409, 0.779        , -0.344       , -0.525       ,        2547.19, 3.245    , 1.343    , 3.021    , -0.693   ,     0.465, 0.551    , -0.234       , 0.144        , 0.962        ,        2231.78, 68.374   , 146.149  , -114.480 , -0.188   , 0.767    , 0.613    , 0.062        , -0.938       , -0.341       ,        2531.74, 0.560    , 0.783    , -0.448   , -0.199   ,     0.570, -0.797   , -0.260       , -0.102       , -0.960       ,        2515.31, 4.812    , -2.462   , 2.126    , -0.350   , -0.090   ,     0.932, 0.285        , 0.440        , 0.852        ,         10.882, 8.092    , 2.519    , -3.328   , 0.332        , 0.617        , 0.714        ,          9.835, -5.405   , -4.397   , -1.893
 63.567621, 0.780        , -0.333       , -0.530       ,        2505.00, 6.602    , 0.448    , 4.588    , -0.717   ,     0.490, 0.497    , 0.601        , 0.422        , 0.679        ,        2249.57, 76.432   , 378.130  , -286.367 , -0.325   , 0.789    , 0.522    , 0.065        , -0.943       , -0.327       ,        2550.58, -0.783   , 0.783    , -0.671   , -0.227   ,     0.541, -0.809   , -0.289       , -0.061       , -0.955       ,        2434.71, 6.826    , 4.252    , 4.700    , -0.335   , -0.101   ,     0.937, 0.294        , 0.449        , 0.844        ,         10.812, 2.336    , 4.504    , -2.061   , 0.344        , 0.619        , 0.706        ,          9.861, -10.519  , 0.061    , -2.275
 63.589004, 0.767        , -0.411       , -0.493       ,        2674.37, 15.219   , -3.693   , 13.317   , -0.719   ,     0.500, 0.483    , 0.749        , 0.627        , -0.214       ,        3859.39, -825.529 , -123.096 , -124.551 , -0.403   , 0.637    , 0.657    , -0.009       , -0.922       , -0.386       ,        2308.41, 8.281    , 0.560    , 1.902    , -0.225   ,     0.562, -0.796   , -0.186       , -0.294       , -0.937       ,        3036.04, 11.079   , 8.729    , -3.021   , -0.335   , -0.100   ,     0.937, 0.334        , 0.409        , 0.849        ,         10.784, 14.260   , -2.183   , -5.374   , 0.372        , 0.600        , 0.709        ,          9.802, -3.160   , -1.664   , -1.328
 63.620812, 0.775        , -0.369       , -0.513       ,        2607.30, -15.443  , -1.679   , -10.072  , -0.689   ,     0.524, 0.500    , 0.533        , -0.729       , -0.428       ,        2772.59, -98.701  , -12.757  , -44.091  , -0.374   , 0.701    , 0.608    , 0.064        , -0.925       , -0.375       ,        2272.25, -12.198  , -0.671   , -0.112   , -0.227   ,     0.560, -0.797   , -0.188       , -0.204       , -0.961       ,        2747.82, 19.807   , 4.364    , -3.245   , -0.341   , -0.103   ,     0.934, 0.305        , 0.433        , 0.848        ,         10.970, 7.038    , 1.588    , -4.076   , 0.341        , 0.616        , 0.710        ,          9.929, -5.802   , -3.344   , -1.725
 63.635404, 0.789        , -0.286       , -0.544       ,        2476.40, 2.686    , 0.560    , 1.790    , -0.719   ,     0.468, 0.513    , 0.668        , -0.548       , -0.504       ,        2492.42, 0.112    , 0.336    , 1.343    , -0.398   , 0.651    , 0.646    , 0.066        , -0.949       , -0.307       ,        2647.03, 8.617    , 1.119    , -1.119   , -0.223   ,     0.555, -0.802   , -0.247       , -0.145       , -0.958       ,        2448.73, 3.357    , -3.469   , -0.671   , -0.339   , -0.096   ,     0.936, 0.265        , 0.444        , 0.856        ,         10.790, 4.595    , -0.351   , -1.084   , 0.324        , 0.615        , 0.719        ,          9.832, -5.282   , -6.504   , -0.611
 63.656779, 0.778        , -0.335       , -0.531       ,        2520.66, -1.455   , -0.224   , -1.455   , -0.697   ,     0.514, 0.500    , 0.651        , -0.545       , -0.529       ,        2542.24, 4.364    , 4.141    , -6.379   , -0.372   , 0.745    , 0.554    , 0.061        , -0.943       , -0.327       ,        2549.95, 3.357    , 0.671    , -0.560   , -0.217   ,     0.557, -0.801   , -0.241       , -0.145       , -0.960       ,        2515.38, -2.126   , -2.574   , 0.671    , -0.329   , -0.099   ,     0.939, 0.274        , 0.446        , 0.852        ,         10.764, 2.015    , 0.656    , 0.855    , 0.321        , 0.614        , 0.721        ,          9.807, -5.695   , -9.053   , 0.290
