0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,label
0.0,0.4308765808983863,0.40136503742844565,0.5344081793157688,0.4626303530893735,0.6094322612850124,0.40927640980543034,0.876979293544458,0.5922199865861838,0.8540425531914894,0.32942162615255666,0.42814321398834304,0.4239049740163326,0.23222219528834068,0.4796320527081565,0.7575175868054623,0.77088948787062,0.6558044806517312,0.693723849372385,0.1210300429184549,0.36318312559923294,0.5662993245645219,0.3845273438405227,0.547248445119696,0.5179563249395771,0.948299319727891,0.19562419562419564,0.5469336670838548,0.4821802935010482,0.46222222222222215,0.34206081081081086,0.5373359176555688,0.5526705569534414,0.5083629477138465,0.6921797004991681,0.1090047393364928,0.5612104539202201,0.41356673960612694,0.6139159949087822,0.46926375982844887,0.5773437179989818,0.6530580862412508,0.5350442245485038,0.42343541944074564,0.5845905172413793,0.34636070276084624,0.5971670495945258,0.6802549622466079,0.5396417592693918,paper
5.561842299223962e-07,0.4666375926733536,0.3987230295024219,0.4852536374360991,0.46381182657068337,0.6274421820850047,0.40030596167234617,0.8830694275274056,0.568075117370892,0.8536170212765958,0.3621123218776195,0.4061615320566195,0.4384558277654046,0.2363880972251561,0.4184634075696973,0.770867974010759,0.77088948787062,0.6558044806517312,0.693723849372385,0.16366237482117305,0.36625119846596355,0.5524351226448632,0.4244352664605052,0.528399824738103,0.53842269792576,0.9387755102040815,0.15315315315315314,0.5619524405506884,0.5422781271837875,0.43599999999999994,0.33868243243243246,0.5235308520600127,0.3864187947249138,0.5036476482923332,0.680532445923461,0.04265402843601884,0.5378266850068776,0.40955506929248725,0.6156130674586338,0.4742673338098642,0.5795322219166379,0.6523817404891322,0.5335855903171515,0.42077230359520634,0.5856681034482759,0.35173897454284697,0.5983695146478852,0.6792703296462179,0.5377043146071886,paper
1.0838461916436447e-06,0.4666375926733536,0.3987230295024219,0.4852536374360991,0.46641360448748564,0.5894379077122832,0.42234619471620677,0.8982947624847747,0.5446009389671361,0.8446808510638297,0.36658284436993577,0.41199000832639465,0.4384558277654046,0.24375114709477688,0.46449739152779046,0.7572768262600966,0.7668463611859838,0.64969450101833,0.7548117154811715,0.16480686695278965,0.3668264621284756,0.5538570920725205,0.42011334581287374,0.5294195303208773,0.5381713565031228,0.9238095238095236,0.14285714285714285,0.5869837296620776,0.5450733752620545,0.4342222222222222,0.33868243243243246,0.5176731380637396,0.39790227885147306,0.5079374206928806,0.6871880199667222,0.056872037914691864,0.5089408528198074,0.41210795040116704,0.6156130674586338,0.4767691208005718,0.5801364011398945,0.6521823553252128,0.5313630232641416,0.42743009320905456,0.5862068965517242,0.3542488347077807,0.5983909872381238,0.6795226588920003,0.534287050209413,paper
1.240718666749961e-05,0.521151330135194,0.3954205195948921,0.5174990169091624,0.46688703929931646,0.5917278476610289,0.42490885273533396,0.8964677222898904,0.5352112676056339,0.8536170212765958,0.3710533668622521,0.4151540383014155,0.4338530066815145,0.2432663372268183,0.4661371958332065,0.7579980330723303,0.77088948787062,0.6354378818737272,0.7472803347280335,0.16251788268955647,0.3645254074784276,0.5552790615001778,0.41982496028261773,0.5308204874329254,0.5379211371404079,0.9292517006802721,0.15186615186615188,0.5607008760951189,0.5450733752620545,0.4342222222222222,0.33868243243243246,0.5185104883733537,0.4028945161232756,0.5100803901047717,0.7004991680532446,0.04976303317535535,0.5612104539202201,0.41466083150984684,0.6160373355960966,0.47927090779127945,0.5800237575558975,0.6524208356193124,0.5304892750993709,0.42964935641367064,0.5872844827586208,0.3589100035855146,0.5973202207382275,0.680150739297263,0.5343243565893014,paper
1.2884934659868848e-05,0.521151330135194,0.3934390136503743,0.5143531262288635,0.4671237567052319,0.59142234048502,0.42490885273533396,0.9056029232643118,0.551307847082495,0.8574468085106383,0.37217099748533117,0.4133222314737719,0.4298440979955456,0.2438481090683686,0.4662634213192592,0.7581184133450132,0.761455525606469,0.6456211812627293,0.7481171548117155,0.16251788268955647,0.3647171620325983,0.5524351226448632,0.42040044390772685,0.5305655610372318,0.538799710059716,0.9387755102040815,0.14800514800514802,0.5607008760951189,0.5478686233403214,0.43599999999999994,0.33699324324324326,0.5197665138377747,0.40189517640130623,0.5109391113002342,0.6871880199667222,0.05924170616113744,0.5502063273727648,0.41830780452224653,0.6156130674586338,0.4778413152251608,0.5802475818202033,0.6504712917943231,0.5302338350621292,0.43009320905459386,0.5851293103448276,0.35604159196844753,0.596031865323914,0.678454373661215,0.5339463186064325,paper
1.3312768682886076e-05,0.518098560837331,0.3996036988110965,0.5174990169091624,0.4642852613825142,0.5882172428795689,0.4292669744604448,0.8995127892813641,0.5425888665325285,0.8604255319148936,0.369935736239173,0.4178184845961699,0.43325909428359316,0.24249150716999168,0.46399248958357986,0.7599230426113921,0.7520215633423181,0.6486761710794298,0.7347280334728034,0.16366237482117305,0.3668264621284756,0.546747244934234,0.4202562511425988,0.5298007818501511,0.5408081973209697,0.9333333333333332,0.157014157014157,0.5669586983729662,0.5422781271837875,0.4413333333333333,0.33868243243243246,0.5174656695718487,0.3929100415796705,0.5156582442985129,0.6871880199667222,0.05924170616113744,0.5543328748280605,0.4215900802334063,0.6134917267713194,0.4746247319513939,0.5795556283756502,0.6506706769582424,0.5313630232641416,0.4349755881047492,0.581896551724138,0.3495876658300467,0.5960962830946296,0.6783912913497694,0.5345904754325053,paper
1.3719211004752445e-05,0.5163541212385521,0.40224570673712023,0.5222178529296106,0.46475869619434496,0.5892851541242787,0.42721730607159863,0.8995127892813641,0.5378940308517773,0.8604255319148936,0.369935736239173,0.4178184845961699,0.43147735708982926,0.24307241327963489,0.4646236170138431,0.7592007609752952,0.7628032345013477,0.64969450101833,0.7581589958158996,0.16251788268955647,0.36836049856184083,0.5524351226448632,0.41996915304774574,0.5298007818501511,0.5400552951129802,0.9292517006802721,0.14800514800514802,0.571964956195244,0.5394828791055206,0.4413333333333333,0.34037162162162166,0.5189291635281607,0.3929100415796705,0.5139408019075877,0.6871880199667222,0.05924170616113744,0.5543328748280605,0.4190371991247265,0.6130674586338565,0.4735525375268049,0.5798672268612524,0.6519034767299269,0.5304152691072729,0.4318686196182867,0.5802801724137931,0.3477949085693798,0.5976924123023626,0.6792291890083185,0.5338692187546632,paper
0.0005561842299223963,0.5163541212385521,0.3996036988110965,0.5206449075894612,0.46499541360026037,0.5902016756523056,0.42567833718075554,0.9037758830694276,0.528504359490275,0.862127659574468,0.3654652137468567,0.41715237302248126,0.4356347438752784,0.24307241327963489,0.4638673911107955,0.7587203147084272,0.7425876010781671,0.6456211812627293,0.7380753138075314,0.16022889842632326,0.3689357622243528,0.5581230003554924,0.41996915304774574,0.5305655610372318,0.5386740393483974,0.9333333333333332,0.15186615186615188,0.5607008760951189,0.5338923829489867,0.4395555555555555,0.33699324324324326,0.5203926574844726,0.4093857629780323,0.5109391113002342,0.680532445923461,0.07582938388625582,0.5089408528198074,0.425237053245806,0.6100975816716163,0.4767691208005718,0.5806279367791541,0.6522019028903029,0.5311433925779151,0.4394141145139813,0.5775862068965518,0.35102187163858023,0.598239247600438,0.6792922713197642,0.5343641500611824,paper
0.0036175434510551203,0.5163541212385521,0.40048436811977106,0.5112072355485647,0.46641360448748564,0.5906585725449975,0.42619132681103655,0.8970767356881851,0.5378940308517773,0.8587234042553191,0.36770047499301484,0.41848459616985845,0.43147735708982926,0.24346026117400174,0.46537984291689066,0.7584795541630616,0.77088948787062,0.6456211812627293,0.7380753138075314,0.16137339055793987,0.3689357622243528,0.5456807678634911,0.42040044390772685,0.5308204874329254,0.5394269415563869,0.9333333333333332,0.15186615186615188,0.5619524405506884,0.5338923829489867,0.4413333333333333,0.33868243243243246,0.5157909689526207,0.40239484626229094,0.5100803901047717,0.680532445923461,0.07582938388625582,0.5667125171939478,0.42268417213712617,0.6160373355960966,0.4756969263759828,0.5817880194039545,0.6508296638209755,0.5324205927641238,0.436750998668442,0.5835129310344828,0.3571172463248477,0.5983480420576467,0.6779935985167428,0.5350456132671435,paper
0.003618463294204608,0.5194068905364151,0.3978423601937473,0.5112072355485647,0.4642852613825142,0.5903530653689886,0.4238851636070499,0.9013398294762485,0.5352112676056339,0.8548936170212766,0.3710533668622521,0.41648626144879264,0.42925018559762435,0.24229758322280825,0.4641187150696325,0.7587203147084272,0.747978436657682,0.6486761710794298,0.7447698744769875,0.16022889842632326,0.36778523489932885,0.5510131532172059,0.41996915304774574,0.5308204874329254,0.5385483686370788,0.9333333333333332,0.14285714285714285,0.5932415519399249,0.5394828791055206,0.4426666666666666,0.33530405405405406,0.5155816313752172,0.4009002980173813,0.5117978324956968,0.675540765391015,0.08530805687203791,0.5199449793672628,0.4256017505470459,0.6177344081459482,0.48248749106504646,0.5795102783613137,0.6515855030044607,0.5319837186817384,0.44474034620505987,0.5835129310344828,0.35460738615991405,0.596926556583854,0.6788314961752919,0.5347421880440513,paper
