0.222294,IMU Server Connected
0.265576,-0.366,0.799,-0.421,-2.798,9.176,-5.483,0.135,-0.314,-0.004,-0.575,0.737,-0.196,-2.910,11.191,3.021,0.232,-0.338,-0.048,0.401,-0.409,-0.791,0.783,-2.350,-1.343,-0.244,0.033,0.338,-0.349,0.924,-0.083,-0.112,3.805,-0.783,0.088,-0.327,-0.121,1.003,-0.235,0.271,5.847,-0.397,-1.832,1.026,-0.160,0.263,-5.725,-4.840,-0.672
0.277390,-0.233,0.823,-0.518,0.560,0.895,-0.783,0.139,-0.309,0.018,-0.579,0.776,-0.189,-0.112,0.783,0.224,0.221,-0.341,-0.048,0.405,-0.401,-0.776,0.000,0.671,0.000,-0.254,0.066,0.333,-0.286,0.939,-0.145,0.000,0.895,-0.336,0.081,-0.330,-0.076,0.989,-0.231,0.256,6.107,-0.031,-2.015,1.014,-0.158,0.252,-5.237,-5.099,-0.977
0.312552,-0.221,0.803,-0.514,-0.224,0.783,-0.783,0.142,-0.306,0.022,-0.398,0.846,-0.327,-0.336,1.455,0.224,0.203,-0.351,0.000,0.463,-0.495,-0.691,0.895,-0.336,0.224,-0.244,0.080,0.342,-0.286,0.931,-0.145,0.448,0.560,-0.560,0.076,-0.353,-0.080,0.989,-0.230,0.256,5.939,-0.824,-1.939,1.012,-0.159,0.246,-5.267,-5.603,-0.641
0.328949,-0.217,0.799,-0.522,0.448,0.336,-0.336,0.136,-0.307,0.031,-0.398,0.834,-0.327,0.783,0.336,-0.671,0.203,-0.347,-0.008,0.463,-0.499,-0.695,1.007,-0.224,0.336,-0.251,0.080,0.337,-0.286,0.931,-0.145,0.895,0.448,-0.224,0.082,-0.349,-0.076,0.990,-0.231,0.256,5.496,-0.641,-1.832,1.012,-0.162,0.245,-5.695,-5.298,-0.824
0.341443,-0.217,0.795,-0.522,0.560,-0.112,-0.112,0.139,-0.313,0.022,-0.402,0.830,-0.319,1.231,-0.224,-0.448,0.210,-0.344,-0.008,0.467,-0.503,-0.699,0.224,-0.112,0.448,-0.247,0.081,0.321,-0.286,0.928,-0.149,0.671,0.000,-0.448,0.078,-0.334,-0.076,0.989,-0.230,0.258,5.145,-0.107,-1.603,1.014,-0.160,0.246,-5.756,-4.916,-0.794
0.363048,-0.221,0.791,-0.514,1.119,-0.560,0.448,0.132,-0.309,0.018,-0.405,0.827,-0.323,0.112,0.112,0.224,0.199,-0.340,-0.016,0.467,-0.503,-0.695,0.000,0.224,0.336,-0.247,0.081,0.321,-0.290,0.931,-0.141,0.224,0.000,-0.112,0.093,-0.346,-0.091,0.990,-0.227,0.261,5.557,0.214,-0.901,1.012,-0.158,0.245,-5.221,-4.763,-0.183
0.383623,-0.221,0.807,-0.530,-0.448,0.112,0.112,0.139,-0.303,0.026,-0.398,0.861,-0.323,-1.343,0.000,0.448,0.207,-0.347,-0.016,0.467,-0.499,-0.699,0.448,0.336,-0.336,-0.258,0.077,0.329,-0.286,0.935,-0.145,0.000,0.224,0.336,0.093,-0.334,-0.091,0.993,-0.226,0.261,4.611,0.198,-1.664,1.019,-0.158,0.248,-6.122,-5.069,-0.885
0.404809,-0.209,0.799,-0.534,0.448,-0.560,0.336,0.142,-0.302,0.022,-0.394,0.842,-0.331,1.231,-0.336,0.000,0.203,-0.351,-0.012,0.467,-0.503,-0.699,0.112,0.224,0.895,-0.258,0.087,0.329,-0.286,0.931,-0.145,0.895,0.000,0.000,0.093,-0.338,-0.076,0.989,-0.236,0.260,4.916,0.275,-1.374,1.017,-0.163,0.253,-5.771,-4.748,-0.656
0.435482,-0.225,0.803,-0.518,-0.560,-0.671,0.783,0.139,-0.302,0.012,-0.402,0.850,-0.319,-0.560,-0.224,0.336,0.206,-0.344,0.000,0.475,-0.511,-0.714,0.112,0.336,-0.336,-0.251,0.066,0.342,-0.286,0.939,-0.145,0.112,0.224,0.448,0.086,-0.342,-0.076,0.997,-0.225,0.259,5.328,0.198,-1.786,1.018,-0.159,0.248,-5.557,-4.763,-0.779
0.464117,-0.213,0.799,-0.530,1.007,-1.902,0.112,0.139,-0.309,0.022,-0.394,0.838,-0.331,0.671,-1.119,-0.671,0.203,-0.351,-0.016,0.463,-0.511,-0.699,-0.783,-0.336,0.448,-0.244,0.076,0.337,-0.286,0.935,-0.145,0.336,-0.112,-0.448,0.083,-0.349,-0.061,0.995,-0.231,0.257,4.412,0.656,-1.985,1.017,-0.162,0.242,-6.183,-4.565,-1.282
