time,s1_X,s1_Y,s1_Z,s1_gyro_x,s1_gyro_y,s1_gyro_z,s1_mag_x,s1_mag_y,s1_mag_z,s2_X,s2_Y,s2_Z,s2_gyro_x,s2_gyro_y,s2_gyro_z,s2_mag_x,s2_mag_y,s2_mag_z,s3_X,s3_Y,s3_Z,s3_gyro_x,s3_gyro_y,s3_gyro_z,s3_mag_x,s3_mag_y,s3_mag_z,s4_X,s4_Y,s4_Z,s4_gyro_x,s4_gyro_y,s4_gyro_z,s4_mag_x,s4_mag_y,s4_mag_z,s5_X,s5_Y,s5_Z,s5_gyro_x,s5_gyro_y,s5_gyro_z,s5_mag_x,s5_mag_y,s5_mag_z,s6_X,s6_Y,s6_Z,s6_gyro_x,s6_gyro_y,s6_gyro_z,s6_mag_x,s6_mag_y,s6_mag_z,label
18.20838,0.017,0.954,0.298,0.434,0.145,-0.889,0.719,-0.587,-0.372,0.854,-0.147,-0.498,-0.492,-0.82,-0.293,,,,0.788,0.082,0.61,0.243,-0.852,-0.464,,,,0.836,-0.098,0.54,0.068,-0.866,-0.495,,,,0.906,-0.186,0.381,-0.149,-0.814,-0.562,,,,0.885,-0.017,0.465,0.154,-0.605,-0.781,,,,paper
18.208507,-0.018,0.96,0.28,0.434,0.145,-0.889,0.78,-0.53,-0.334,0.846,-0.14,-0.514,-0.418,-0.847,-0.33,,,,0.8,0.101,0.591,0.299,-0.854,-0.427,,,,0.852,-0.083,0.517,0.086,-0.871,-0.484,,,,0.921,-0.17,0.35,-0.099,-0.849,-0.518,,,,0.899,0.02,0.437,0.227,-0.627,-0.746,,,,paper
18.208642,-0.047,0.96,0.276,0.48,0.251,-0.84,0.806,-0.536,-0.251,0.848,-0.121,-0.516,-0.402,-0.839,-0.368,,,,0.8,0.121,0.588,0.341,-0.841,-0.42,,,,0.855,-0.058,0.515,0.127,-0.865,-0.485,,,,0.927,-0.138,0.349,-0.07,-0.854,-0.515,,,,0.898,0.054,0.437,0.278,-0.625,-0.729,,,,paper
18.208838,-0.067,0.955,0.288,0.587,0.24,-0.773,0.84,-0.488,-0.238,0.848,-0.106,-0.519,-0.359,-0.872,-0.333,,,,0.8,0.135,0.585,0.323,-0.879,-0.349,,,,0.858,-0.042,0.512,0.105,-0.895,-0.434,,,,0.931,-0.121,0.343,-0.081,-0.891,-0.446,,,,0.895,0.081,0.438,0.298,-0.662,-0.688,,,,paper
18.209772,-0.082,0.957,0.28,0.587,0.24,-0.773,0.84,-0.488,-0.238,0.847,-0.096,-0.524,-0.319,-0.881,-0.349,,,,0.799,0.149,0.582,0.338,-0.89,-0.307,,,,0.86,-0.03,0.51,0.124,-0.914,-0.387,,,,0.934,-0.109,0.34,-0.08,-0.907,-0.414,,,,0.897,0.091,0.433,0.295,-0.699,-0.652,,,,paper
18.209913,-0.097,0.954,0.282,0.572,0.327,-0.752,0.876,-0.449,-0.178,0.848,-0.074,-0.525,-0.281,-0.899,-0.337,,,,0.797,0.17,0.58,0.323,-0.913,-0.247,,,,0.862,-0.011,0.506,0.114,-0.933,-0.343,,,,0.937,-0.093,0.337,-0.099,-0.929,-0.356,,,,0.892,0.108,0.438,0.272,-0.718,-0.641,,,,paper
18.219785,-0.138,0.953,0.27,0.601,0.289,-0.745,0.876,-0.449,-0.178,0.843,-0.044,-0.536,-0.282,-0.892,-0.352,,,,0.798,0.199,0.569,0.286,-0.928,-0.238,,,,0.868,0.016,0.496,0.096,-0.937,-0.336,,,,0.942,-0.065,0.328,-0.126,-0.936,-0.329,,,,0.894,0.127,0.43,0.214,-0.737,-0.642,,,,paper
18.259359,-0.151,0.954,0.26,0.601,0.2,-0.773,0.876,-0.449,-0.178,0.823,-0.042,-0.567,-0.331,-0.883,-0.331,,,,0.816,0.202,0.542,0.254,-0.933,-0.254,,,,0.882,0.018,0.471,0.056,-0.929,-0.366,,,,0.951,-0.063,0.302,-0.208,-0.922,-0.327,,,,0.9,0.142,0.413,0.14,-0.728,-0.672,,,,paper
18.303925,-0.16,0.954,0.253,0.668,0.246,-0.703,0.893,-0.426,-0.144,0.82,-0.033,-0.572,-0.285,-0.89,-0.356,,,,0.82,0.21,0.533,0.192,-0.962,-0.192,,,,0.889,0.022,0.457,0.038,-0.94,-0.338,,,,0.957,-0.061,0.285,-0.29,-0.912,-0.29,,,,0.906,0.154,0.394,0.076,-0.76,-0.646,,,,paper
18.717092,-0.167,0.953,0.254,0.669,0.167,-0.724,0.893,-0.426,-0.144,0.813,-0.033,-0.582,-0.267,-0.909,-0.321,,,,0.824,0.209,0.526,0.055,-0.992,-0.11,,,,0.892,0.023,0.451,-0.053,-0.962,-0.267,,,,0.958,-0.06,0.281,-0.416,-0.892,-0.178,,,,0.904,0.157,0.397,-0.052,-0.78,-0.624,,,,paper
18.717245,-0.161,0.953,0.258,0.669,0.167,-0.724,0.932,-0.349,-0.096,0.815,-0.028,-0.579,-0.323,-0.889,-0.323,,,,0.822,0.213,0.528,-0.09,-0.992,-0.09,,,,0.892,0.023,0.452,-0.183,-0.913,-0.365,,,,0.958,-0.061,0.279,-0.656,-0.749,-0.094,,,,0.909,0.149,0.39,-0.3,-0.675,-0.675,,,,paper
18.717373,-0.162,0.954,0.251,0.702,0.117,-0.702,0.928,-0.365,-0.071,0.808,-0.032,-0.588,-0.384,-0.512,-0.768,,,,0.831,0.207,0.516,-0.192,-0.962,-0.192,,,,0.897,0.016,0.442,-0.0,-0.707,-0.707,,,,0.96,-0.071,0.269,-0.913,-0.365,-0.183,,,,0.912,0.147,0.382,-0.482,-0.241,-0.843,,,,paper
18.717498,-0.167,0.956,0.24,0.702,0.117,-0.702,0.915,-0.388,-0.109,0.799,-0.042,-0.6,-0.0,0.0,-1.0,,,,0.839,0.2,0.506,-1.0,0.0,0.0,,,,0.903,0.008,0.431,0.447,0.0,-0.894,,,,0.964,-0.072,0.258,-0.802,0.535,0.267,,,,0.916,0.156,0.37,-0.784,0.196,-0.588,,,,paper
18.717624,-0.159,0.961,0.227,-0.7,0.14,0.7,0.896,-0.434,-0.089,0.793,-0.055,-0.606,0.42,0.755,-0.504,,,,0.847,0.186,0.498,-0.089,0.891,0.445,,,,0.907,-0.008,0.421,0.276,0.921,0.276,,,,0.965,-0.088,0.248,0.074,0.892,0.446,,,,0.922,0.146,0.358,-0.432,0.864,0.259,,,,paper
18.71776,-0.145,0.967,0.212,-0.7,0.14,0.7,0.902,-0.414,-0.123,0.786,-0.072,-0.614,0.62,0.732,-0.282,,,,0.852,0.173,0.495,-0.11,0.827,0.551,,,,0.908,-0.018,0.418,0.234,0.818,0.526,,,,0.965,-0.1,0.243,0.148,0.791,0.593,,,,0.926,0.133,0.353,-0.294,0.705,0.646,,,,paper
18.717884,-0.138,0.971,0.198,-0.506,0.273,0.818,0.91,-0.406,-0.087,0.773,-0.083,-0.629,0.673,0.713,-0.198,,,,0.865,0.157,0.476,0.0,0.8,0.6,,,,0.917,-0.037,0.398,0.291,0.79,0.54,,,,0.967,-0.117,0.226,0.264,0.753,0.603,,,,0.933,0.125,0.337,-0.131,0.701,0.701,,,,paper
18.720792,-0.138,0.971,0.195,-0.461,0.33,0.824,0.904,-0.407,-0.128,0.777,-0.082,-0.625,0.687,0.687,-0.239,,,,0.864,0.158,0.477,0.089,0.8,0.593,,,,0.916,-0.037,0.399,0.371,0.743,0.557,,,,0.968,-0.118,0.222,0.384,0.709,0.591,,,,0.935,0.123,0.332,0.033,0.69,0.723,,,,paper
18.720919,-0.139,0.971,0.196,-0.449,0.449,0.773,0.894,-0.424,-0.143,0.769,-0.087,-0.633,0.751,0.601,-0.275,,,,0.869,0.153,0.471,0.205,0.741,0.639,,,,0.917,-0.043,0.396,0.448,0.658,0.605,,,,0.966,-0.123,0.227,0.488,0.617,0.617,,,,0.931,0.12,0.344,0.17,0.623,0.764,,,,paper
18.724475,-0.117,0.975,0.188,-0.358,0.501,0.788,0.873,-0.465,-0.147,0.77,-0.118,-0.627,0.796,0.538,-0.28,,,,0.873,0.121,0.473,0.264,0.704,0.66,,,,0.915,-0.076,0.396,0.485,0.596,0.64,,,,0.963,-0.157,0.221,0.54,0.562,0.627,,,,0.939,0.098,0.329,0.238,0.571,0.785,,,,paper
18.765805,-0.061,0.983,0.172,-0.286,0.539,0.792,0.9,-0.417,-0.129,0.757,-0.167,-0.632,0.864,0.44,-0.245,,,,0.879,0.077,0.47,0.302,0.604,0.738,,,,0.914,-0.121,0.387,0.497,0.497,0.712,,,,0.956,-0.203,0.21,0.623,0.426,0.656,,,,0.945,0.068,0.321,0.325,0.452,0.831,,,,paper
18.804795,-0.024,0.987,0.158,-0.24,0.556,0.796,0.9,-0.417,-0.129,0.768,-0.186,-0.613,0.896,0.382,-0.224,,,,0.899,0.019,0.438,0.328,0.573,0.751,,,,0.91,-0.159,0.383,0.549,0.405,0.731,,,,0.949,-0.236,0.207,0.611,0.385,0.691,,,,0.953,0.039,0.301,0.387,0.401,0.831,,,,paper
19.226077,-0.039,0.978,0.205,-0.265,0.56,0.785,0.881,-0.459,-0.114,0.769,-0.194,-0.609,0.882,0.41,-0.231,,,,0.866,0.061,0.496,0.352,0.577,0.737,,,,0.9,-0.129,0.416,0.53,0.445,0.721,,,,0.948,-0.196,0.249,0.612,0.412,0.675,,,,0.94,0.048,0.339,0.399,0.41,0.82,,,,paper
19.226697,-0.039,0.978,0.206,-0.197,0.555,0.808,0.881,-0.459,-0.114,0.79,-0.173,-0.588,0.901,0.394,-0.178,,,,0.858,0.075,0.508,0.309,0.562,0.768,,,,0.896,-0.117,0.428,0.489,0.442,0.752,,,,0.948,-0.192,0.255,0.581,0.394,0.712,,,,0.936,0.047,0.348,0.379,0.379,0.845,,,,paper
19.226845,-0.034,0.973,0.226,-0.233,0.547,0.804,0.881,-0.459,-0.114,0.799,-0.162,-0.579,0.895,0.41,-0.176,,,,0.849,0.091,0.521,0.299,0.573,0.763,,,,0.889,-0.1,0.446,0.478,0.462,0.747,,,,0.943,-0.179,0.279,0.583,0.4,0.708,,,,0.924,0.044,0.38,0.382,0.382,0.842,,,,paper
