time,s1_X,s1_Y,s1_Z,s1_gyro_x,s1_gyro_y,s1_gyro_z,s1_mag_x,s1_mag_y,s1_mag_z,s2_X,s2_Y,s2_Z,s2_gyro_x,s2_gyro_y,s2_gyro_z,s2_mag_x,s2_mag_y,s2_mag_z,s3_X,s3_Y,s3_Z,s3_gyro_x,s3_gyro_y,s3_gyro_z,s3_mag_x,s3_mag_y,s3_mag_z,s4_X,s4_Y,s4_Z,s4_gyro_x,s4_gyro_y,s4_gyro_z,s4_mag_x,s4_mag_y,s4_mag_z,s5_X,s5_Y,s5_Z,s5_gyro_x,s5_gyro_y,s5_gyro_z,s5_mag_x,s5_mag_y,s5_mag_z,s6_X,s6_Y,s6_Z,s6_gyro_x,s6_gyro_y,s6_gyro_z,s6_mag_x,s6_mag_y,s6_mag_z,label
14.12917,-0.8,9.84,2.38,0.24,-0.12,-0.32,-5.94,-28.25,1.38,8.21,-0.65,-5.83,-0.22,-0.31,-0.02,,,,8.59,1.57,5.83,-0.08,-0.36,-0.2,,,,9.28,-0.38,4.91,-0.15,-0.32,-0.23,,,,9.91,-1.37,2.91,-0.25,-0.28,-0.18,,,,9.86,0.85,4.16,-0.13,-0.28,-0.32,,,,paper
14.150407,-1.03,9.84,2.38,0.24,-0.12,-0.33,-4.81,-27.13,3.0,8.15,-0.43,-5.86,-0.26,-0.3,-0.02,,,,8.53,1.76,5.74,-0.07,-0.35,-0.2,,,,9.26,-0.17,4.86,-0.15,-0.31,-0.23,,,,9.89,-1.18,2.88,-0.25,-0.27,-0.19,,,,9.84,0.95,4.08,-0.13,-0.27,-0.32,,,,paper
14.190458,-1.11,9.92,2.38,0.2,-0.11,-0.33,-4.81,-27.13,3.0,8.23,-0.52,-6.14,-0.26,-0.28,-0.02,,,,8.83,1.76,5.73,-0.05,-0.33,-0.18,,,,9.55,-0.2,4.84,-0.13,-0.3,-0.23,,,,10.21,-1.19,2.81,-0.23,-0.25,-0.18,,,,10.0,1.16,4.11,-0.12,-0.25,-0.31,,,,paper
14.637292,-1.22,10.0,2.61,0.22,-0.09,-0.27,-4.81,-27.13,3.0,8.49,-0.23,-5.95,-0.23,-0.28,-0.01,,,,8.6,2.16,6.07,-0.07,-0.32,-0.15,,,,9.44,0.2,5.18,-0.15,-0.29,-0.2,,,,10.17,-0.8,3.19,-0.24,-0.24,-0.14,,,,9.91,1.27,4.51,-0.14,-0.25,-0.26,,,,paper
14.637432,-1.45,10.22,2.72,0.22,-0.11,-0.27,-2.88,-28.44,4.81,8.93,-0.06,-5.99,-0.28,-0.24,0.06,,,,8.87,2.38,6.39,-0.15,-0.31,-0.19,,,,9.81,0.4,5.49,-0.22,-0.26,-0.23,,,,10.65,-0.66,3.37,-0.32,-0.2,-0.15,,,,10.27,1.5,4.6,-0.22,-0.23,-0.28,,,,paper
14.63757,-1.53,10.56,2.76,0.22,-0.11,-0.27,-1.81,-26.81,4.69,9.33,-0.09,-6.23,-0.28,-0.11,0.1,,,,9.36,2.49,6.7,-0.23,-0.18,-0.19,,,,10.43,0.38,5.68,-0.26,-0.11,-0.22,,,,11.28,-0.72,3.37,-0.33,-0.05,-0.13,,,,10.63,1.79,4.64,-0.29,-0.12,-0.23,,,,paper
14.637694,-1.68,10.11,2.84,0.03,-0.4,-0.04,-1.81,-26.81,4.69,9.22,0.17,-5.93,-0.25,0.03,0.21,,,,8.91,2.72,6.68,-0.36,-0.05,-0.14,,,,9.89,0.79,5.78,-0.35,0.04,-0.16,,,,10.79,-0.28,3.63,-0.4,0.1,-0.07,,,,10.18,1.83,4.92,-0.42,-0.02,-0.14,,,,paper
14.63784,-1.83,9.72,2.87,0.0,-0.56,-0.04,-1.81,-26.81,4.69,9.01,0.5,-5.58,-0.32,0.1,0.33,,,,8.4,2.97,6.58,-0.51,0.01,-0.18,,,,9.43,1.15,5.71,-0.49,0.12,-0.19,,,,10.35,0.12,3.66,-0.53,0.19,-0.06,,,,9.72,1.92,4.96,-0.56,0.02,-0.14,,,,paper
14.63796,-2.06,9.31,2.8,-0.01,-0.74,-0.04,-3.13,-28.63,3.38,8.5,0.86,-5.41,-0.42,0.15,0.45,,,,8.0,3.15,6.08,-0.65,0.02,-0.24,,,,8.99,1.45,5.32,-0.63,0.17,-0.24,,,,9.89,0.43,3.4,-0.68,0.26,-0.09,,,,9.28,2.08,4.83,-0.72,0.03,-0.16,,,,paper
14.638081,-2.33,9.15,2.87,-0.07,-0.88,-0.09,-3.13,-28.63,3.38,8.35,1.21,-5.2,-0.56,0.2,0.53,,,,7.71,3.48,5.94,-0.78,0.04,-0.33,,,,8.81,1.76,5.17,-0.76,0.21,-0.33,,,,9.67,0.78,3.32,-0.81,0.32,-0.15,,,,8.97,2.29,4.82,-0.86,0.06,-0.23,,,,paper
14.639132,-2.41,9.0,2.72,-0.07,-0.88,-0.09,-0.5,-26.75,6.25,7.86,1.26,-5.4,-0.7,0.19,0.64,,,,7.62,3.46,5.42,-0.92,-0.02,-0.43,,,,8.6,1.81,4.7,-0.91,0.19,-0.42,,,,9.41,0.88,2.97,-0.97,0.32,-0.21,,,,8.8,2.35,4.6,-1.01,0.01,-0.32,,,,paper
14.639269,-2.33,9.03,2.38,0.07,-1.17,-0.25,-0.81,-28.0,5.44,7.62,1.03,-5.63,-0.83,0.13,0.73,,,,7.8,3.11,5.09,-1.05,-0.1,-0.52,,,,8.85,1.41,4.3,-1.05,0.14,-0.5,,,,9.57,0.43,2.49,-1.12,0.28,-0.28,,,,9.01,2.23,4.09,-1.13,-0.05,-0.41,,,,paper
14.639393,-1.87,9.04,1.84,0.07,-1.17,-0.25,1.56,-26.06,5.75,7.23,0.68,-5.81,-0.92,0.14,0.77,,,,7.95,2.81,4.77,-1.09,-0.11,-0.6,,,,8.81,0.97,3.91,-1.11,0.15,-0.58,,,,9.43,-0.02,2.12,-1.19,0.3,-0.33,,,,9.12,1.9,3.65,-1.2,-0.04,-0.46,,,,paper
14.650095,-1.83,9.11,1.72,0.02,-1.26,-0.29,1.75,-27.0,6.44,7.1,0.44,-5.95,-0.98,0.09,0.78,,,,8.04,2.57,4.6,-1.12,-0.17,-0.64,,,,8.81,0.81,3.83,-1.15,0.09,-0.63,,,,9.31,-0.1,2.08,-1.25,0.24,-0.38,,,,9.07,1.8,3.67,-1.24,-0.1,-0.52,,,,paper
14.690175,-1.79,9.38,1.72,0.02,-1.26,-0.29,3.0,-24.88,7.13,7.14,0.34,-6.11,-1.05,0.02,0.81,,,,8.26,2.45,4.54,-1.15,-0.25,-0.69,,,,9.04,0.62,3.74,-1.21,0.02,-0.68,,,,9.56,-0.36,1.88,-1.31,0.17,-0.42,,,,9.32,1.72,3.46,-1.28,-0.16,-0.59,,,,paper
14.732775,-1.6,9.69,1.53,0.15,-1.32,-0.42,4.31,-25.25,8.63,7.23,0.02,-6.48,-1.04,-0.01,0.8,,,,8.81,2.19,4.52,-1.13,-0.28,-0.69,,,,9.52,0.21,3.63,-1.19,-0.01,-0.68,,,,10.01,-0.76,1.67,-1.3,0.15,-0.42,,,,9.78,1.67,3.15,-1.25,-0.18,-0.59,,,,paper
15.147105,-1.57,9.72,1.68,0.12,-1.24,-0.39,4.31,-25.25,8.63,7.39,-0.06,-6.39,-1.02,0.01,0.77,,,,8.76,2.12,4.69,-1.11,-0.24,-0.69,,,,9.5,0.19,3.85,-1.16,0.02,-0.67,,,,9.99,-0.81,1.86,-1.27,0.18,-0.42,,,,9.74,1.54,3.3,-1.23,-0.15,-0.58,,,,paper
15.147249,-1.37,9.5,1.57,0.12,-1.25,-0.39,8.25,-25.13,9.31,7.28,-0.22,-6.33,-1.01,0.02,0.76,,,,8.67,1.94,4.62,-1.1,-0.24,-0.67,,,,9.35,0.03,3.78,-1.15,0.02,-0.66,,,,9.8,-0.93,1.85,-1.25,0.18,-0.42,,,,9.66,1.39,3.27,-1.22,-0.15,-0.58,,,,paper
15.147381,-1.3,9.61,1.42,0.12,-1.25,-0.39,8.63,-25.13,9.0,7.11,-0.37,-6.49,-0.99,0.02,0.74,,,,8.84,1.72,4.43,-1.06,-0.24,-0.66,,,,9.45,-0.25,3.54,-1.11,0.01,-0.65,,,,9.84,-1.22,1.61,-1.22,0.16,-0.41,,,,9.81,1.26,3.04,-1.18,-0.15,-0.57,,,,paper
15.147506,-1.26,9.91,1.27,0.1,-1.16,-0.39,8.0,-26.31,9.19,7.16,-0.59,-6.78,-0.94,0.01,0.68,,,,9.18,1.56,4.44,-0.99,-0.23,-0.63,,,,9.75,-0.48,3.5,-1.04,0.0,-0.61,,,,10.13,-1.48,1.49,-1.14,0.15,-0.39,,,,10.1,1.23,2.91,-1.11,-0.14,-0.55,,,,paper
15.147632,-1.22,9.92,1.34,0.1,-1.06,-0.34,10.13,-25.25,8.75,7.32,-0.71,-6.81,-0.85,0.01,0.64,,,,9.29,1.49,4.62,-0.93,-0.21,-0.56,,,,9.86,-0.57,3.66,-0.97,0.01,-0.55,,,,10.24,-1.51,1.63,-1.06,0.15,-0.34,,,,10.18,1.2,2.99,-1.04,-0.12,-0.49,,,,paper
15.147763,-1.11,9.72,1.53,0.08,-0.96,-0.27,10.13,-25.25,8.75,7.31,-0.63,-6.52,-0.78,0.04,0.6,,,,8.97,1.5,4.69,-0.87,-0.16,-0.51,,,,9.5,-0.48,3.75,-0.9,0.04,-0.5,,,,9.9,-1.49,1.79,-0.99,0.16,-0.31,,,,9.96,1.03,3.09,-0.97,-0.1,-0.44,,,,paper
15.147886,-1.07,9.72,1.57,0.06,-0.92,-0.27,11.19,-24.56,10.0,7.39,-0.66,-6.43,-0.74,0.02,0.55,,,,8.88,1.49,4.81,-0.81,-0.17,-0.48,,,,9.44,-0.44,3.94,-0.84,0.02,-0.48,,,,9.88,-1.37,2.04,-0.93,0.14,-0.29,,,,9.87,1.09,3.35,-0.91,-0.1,-0.42,,,,paper
15.148983,-1.26,9.69,1.99,0.07,-0.84,-0.23,11.19,-24.56,10.0,7.65,-0.43,-6.17,-0.68,0.04,0.52,,,,8.71,1.75,5.1,-0.77,-0.14,-0.44,,,,9.38,-0.17,4.22,-0.8,0.04,-0.44,,,,9.9,-1.15,2.29,-0.88,0.15,-0.26,,,,9.78,1.22,3.61,-0.87,-0.08,-0.38,,,,paper
15.149116,-1.34,9.61,2.07,0.06,-0.85,-0.23,12.38,-24.31,10.13,7.73,-0.25,-6.1,-0.66,0.04,0.52,,,,8.6,1.99,5.21,-0.77,-0.14,-0.43,,,,9.32,0.07,4.33,-0.79,0.04,-0.43,,,,9.88,-0.9,2.4,-0.87,0.15,-0.25,,,,9.72,1.35,3.73,-0.86,-0.08,-0.38,,,,paper
15.149246,-1.53,9.61,2.18,0.04,-0.86,-0.21,12.38,-24.31,10.13,7.75,-0.1,-6.09,-0.66,0.07,0.52,,,,8.62,2.1,5.17,-0.77,-0.11,-0.43,,,,9.34,0.18,4.3,-0.79,0.07,-0.43,,,,9.92,-0.8,2.37,-0.86,0.18,-0.25,,,,9.67,1.47,3.77,-0.86,-0.06,-0.36,,,,paper
15.181947,-1.53,9.57,2.26,0.04,-0.85,-0.21,13.25,-23.13,9.25,7.75,0.01,-6.01,-0.66,0.07,0.5,,,,8.49,2.19,5.18,-0.75,-0.1,-0.43,,,,9.27,0.26,4.36,-0.76,0.07,-0.43,,,,9.86,-0.72,2.43,-0.84,0.18,-0.26,,,,9.62,1.48,3.79,-0.85,-0.04,-0.37,,,,paper
15.226584,-1.45,9.61,2.3,-0.01,-0.84,-0.22,14.75,-21.75,9.94,7.83,-0.05,-5.95,-0.66,0.1,0.49,,,,8.46,2.13,5.28,-0.74,-0.07,-0.44,,,,9.26,0.22,4.43,-0.75,0.1,-0.44,,,,9.88,-0.74,2.53,-0.83,0.21,-0.27,,,,9.6,1.47,3.92,-0.85,-0.01,-0.37,,,,paper
15.657142,-1.37,9.46,2.26,-0.01,-0.84,-0.22,15.13,-21.75,9.56,7.7,-0.15,-5.89,-0.65,0.11,0.49,,,,8.35,2.05,5.22,-0.75,-0.06,-0.43,,,,9.14,0.32,4.57,-0.75,0.1,-0.42,,,,9.71,-0.81,2.49,-0.82,0.22,-0.26,,,,9.5,1.35,3.85,-0.85,-0.0,-0.36,,,,paper
15.657284,-1.3,9.34,2.18,-0.01,-0.84,-0.22,15.31,-22.38,9.19,7.94,-0.38,-6.04,-0.64,0.11,0.47,,,,8.29,2.0,5.04,-0.73,-0.07,-0.43,,,,8.97,0.18,4.23,-0.74,0.09,-0.43,,,,9.5,-0.75,2.42,-0.81,0.2,-0.27,,,,9.42,1.35,3.83,-0.83,-0.02,-0.37,,,,paper
15.657423,-1.49,9.54,2.26,0.07,-0.8,-0.21,17.44,-21.88,10.13,7.73,-0.09,-5.98,-0.62,0.08,0.49,,,,8.49,2.09,5.16,-0.73,-0.1,-0.42,,,,9.29,0.21,4.34,-0.75,0.07,-0.42,,,,9.84,-0.77,2.4,-0.82,0.17,-0.25,,,,9.58,1.46,3.76,-0.82,-0.05,-0.36,,,,paper
15.657554,-1.49,9.45,2.34,0.01,-0.8,-0.2,16.13,-22.88,6.81,7.77,-0.03,-5.95,-0.63,0.1,0.48,,,,8.45,2.19,5.3,-0.73,-0.07,-0.41,,,,9.23,0.31,4.42,-0.74,0.09,-0.41,,,,9.81,-0.61,2.57,-0.81,0.2,-0.24,,,,9.52,1.53,3.97,-0.82,-0.03,-0.33,,,,paper
15.657675,-1.57,9.42,2.45,0.09,-0.84,-0.19,17.63,-22.06,8.38,7.99,0.12,-5.75,-0.63,0.07,0.51,,,,8.29,2.39,5.5,-0.76,-0.11,-0.4,,,,9.13,0.53,4.68,-0.78,0.07,-0.4,,,,9.81,-0.45,2.8,-0.85,0.17,-0.22,,,,9.48,1.57,4.19,-0.84,-0.06,-0.33,,,,paper
15.657804,-1.57,9.49,2.68,0.09,-0.84,-0.19,17.63,-22.06,8.38,8.15,0.2,-5.66,-0.67,0.1,0.54,,,,8.23,2.5,5.65,-0.8,-0.08,-0.42,,,,9.1,0.65,4.84,-0.81,0.1,-0.42,,,,9.8,-0.3,2.95,-0.88,0.22,-0.24,,,,9.41,1.62,4.34,-0.89,-0.03,-0.35,,,,paper
15.657924,-1.57,9.31,2.64,0.04,-0.95,-0.2,17.63,-22.06,8.38,8.06,0.31,-5.56,-0.7,0.12,0.58,,,,8.12,2.54,5.59,-0.84,-0.07,-0.44,,,,9.01,0.72,4.76,-0.85,0.12,-0.44,,,,9.73,-0.27,2.86,-0.92,0.23,-0.25,,,,9.31,1.67,4.24,-0.94,-0.03,-0.36,,,,paper
15.659175,-1.68,9.23,2.61,-0.01,-0.96,-0.2,19.38,-21.06,8.31,7.84,0.4,-5.57,-0.74,0.15,0.59,,,,8.01,2.61,5.37,-0.87,-0.05,-0.47,,,,8.86,0.83,4.59,-0.87,0.15,-0.47,,,,9.53,-0.09,2.79,-0.95,0.26,-0.27,,,,9.14,1.74,4.24,-0.97,-0.0,-0.38,,,,paper
15.659311,-1.79,9.11,2.57,0.01,-1.0,-0.23,18.94,-22.31,6.75,7.67,0.57,-5.5,-0.78,0.13,0.6,,,,7.87,2.72,5.21,-0.89,-0.08,-0.51,,,,8.74,0.91,4.41,-0.9,0.13,-0.5,,,,9.4,-0.05,2.62,-0.98,0.25,-0.3,,,,9.02,1.8,4.11,-1.0,-0.02,-0.42,,,,paper
15.659438,-1.79,9.03,2.41,0.01,-1.04,-0.3,20.19,-21.75,6.56,7.52,0.51,-5.62,-0.83,0.1,0.6,,,,7.91,2.64,5.08,-0.9,-0.12,-0.55,,,,8.71,0.89,4.29,-0.93,0.09,-0.55,,,,9.33,-0.04,2.56,-1.02,0.21,-0.34,,,,8.97,1.81,4.12,-1.02,-0.05,-0.46,,,,paper
15.682389,-1.76,9.3,2.49,0.06,-1.05,-0.34,20.19,-21.75,6.56,7.66,0.44,-5.63,-0.87,0.06,0.61,,,,8.01,2.57,5.17,-0.91,-0.16,-0.59,,,,8.88,0.78,4.36,-0.95,0.05,-0.59,,,,9.52,-0.19,2.58,-1.05,0.18,-0.38,,,,9.16,1.72,4.04,-1.04,-0.08,-0.51,,,,paper
15.727024,-1.49,9.45,2.38,0.05,-1.07,-0.37,21.06,-20.94,6.38,7.74,0.17,-5.85,-0.9,0.05,0.62,,,,8.28,2.35,5.22,-0.93,-0.18,-0.61,,,,9.09,0.51,4.37,-0.97,0.04,-0.6,,,,9.68,-0.45,2.54,-1.07,0.17,-0.39,,,,9.36,1.61,4.04,-1.05,-0.09,-0.53,,,,paper
16.166203,-1.37,9.49,2.38,0.06,-1.06,-0.36,22.5,-19.31,5.63,7.81,-0.01,-5.87,-0.89,0.06,0.61,,,,8.4,2.21,5.28,-0.92,-0.17,-0.61,,,,9.2,0.32,4.42,-0.96,0.05,-0.6,,,,9.8,-0.65,2.53,-1.06,0.18,-0.39,,,,9.48,1.49,3.97,-1.04,-0.08,-0.52,,,,paper
16.166709,-1.3,9.38,2.26,0.04,-1.05,-0.34,22.5,-19.31,5.63,7.71,-0.09,-5.84,-0.87,0.06,0.61,,,,8.37,2.08,5.19,-0.92,-0.16,-0.6,,,,9.1,0.23,4.35,-0.95,0.05,-0.59,,,,9.67,-0.73,2.49,-1.05,0.18,-0.38,,,,9.42,1.38,3.88,-1.03,-0.08,-0.51,,,,paper
16.166849,-1.22,9.45,2.14,0.04,-1.03,-0.34,23.88,-19.81,5.38,7.58,-0.23,-5.97,-0.85,0.05,0.58,,,,8.46,1.92,5.03,-0.87,-0.17,-0.58,,,,9.14,0.0,4.17,-0.91,0.04,-0.57,,,,9.65,-0.94,2.34,-1.01,0.16,-0.38,,,,9.49,1.28,3.75,-0.99,-0.08,-0.51,,,,paper
16.16698,-1.22,9.53,2.14,0.04,-1.03,-0.34,22.75,-20.88,4.06,7.62,-0.34,-6.04,-0.81,0.04,0.53,,,,8.56,1.81,5.07,-0.82,-0.16,-0.56,,,,9.23,-0.07,4.22,-0.86,0.03,-0.56,,,,9.76,-1.02,2.35,-0.95,0.15,-0.37,,,,9.58,1.25,3.72,-0.93,-0.08,-0.49,,,,paper
16.167146,-1.07,9.54,2.18,0.05,-0.86,-0.31,24.38,-19.31,5.75,7.68,-0.45,-5.97,-0.76,0.04,0.49,,,,8.53,1.72,5.13,-0.78,-0.15,-0.52,,,,9.17,-0.18,4.27,-0.81,0.03,-0.52,,,,9.7,-1.11,2.42,-0.9,0.14,-0.34,,,,9.56,1.14,3.75,-0.88,-0.08,-0.46,,,,paper
16.167283,-0.91,9.5,2.22,0.05,-0.86,-0.31,24.13,-18.94,2.63,7.67,-0.51,-5.93,-0.71,0.02,0.46,,,,8.47,1.63,5.18,-0.73,-0.16,-0.49,,,,9.09,-0.26,4.31,-0.76,0.02,-0.49,,,,9.61,-1.24,2.46,-0.85,0.12,-0.32,,,,9.57,1.0,3.78,-0.83,-0.08,-0.43,,,,paper
16.167409,-0.99,9.57,2.41,0.04,-0.74,-0.27,24.13,-18.94,2.63,7.97,-0.58,-5.88,-0.65,0.03,0.43,,,,8.56,1.7,5.49,-0.68,-0.14,-0.45,,,,9.25,-0.23,4.63,-0.71,0.03,-0.45,,,,9.82,-1.16,2.73,-0.8,0.12,-0.29,,,,9.67,1.08,3.99,-0.77,-0.07,-0.4,,,,paper
16.168184,-0.99,9.53,2.49,0.06,-0.71,-0.23,24.13,-18.94,2.63,7.83,-0.53,-5.9,-0.59,0.01,0.43,,,,8.52,1.61,5.33,-0.65,-0.14,-0.39,,,,9.13,-0.25,4.53,-0.67,0.02,-0.39,,,,9.68,-1.19,2.7,-0.75,0.11,-0.24,,,,9.57,1.03,4.02,-0.73,-0.08,-0.36,,,,paper
16.16832,-0.95,9.61,2.49,0.02,-0.64,-0.22,26.13,-17.63,4.69,7.96,-0.51,-5.76,-0.55,0.05,0.35,,,,8.47,1.66,5.47,-0.57,-0.09,-0.38,,,,9.17,-0.28,4.6,-0.58,0.05,-0.38,,,,9.73,-1.29,2.7,-0.66,0.13,-0.24,,,,9.62,1.0,3.99,-0.66,-0.03,-0.33,,,,paper
16.168446,-0.95,9.38,2.61,0.0,-0.58,-0.18,26.13,-17.63,4.69,8.0,-0.52,-5.72,-0.49,0.06,0.32,,,,8.35,1.69,5.59,-0.53,-0.06,-0.33,,,,9.02,-0.17,4.76,-0.54,0.06,-0.34,,,,9.6,-1.12,2.88,-0.61,0.14,-0.21,,,,9.48,0.98,4.14,-0.61,-0.01,-0.29,,,,paper
16.188664,-0.88,9.49,2.49,-0.0,-0.53,-0.18,26.13,-17.63,4.69,7.74,-0.57,-5.62,-0.4,0.06,0.27,,,,8.37,1.5,5.4,-0.48,-0.05,-0.31,,,,8.96,-0.39,4.55,-0.48,0.06,-0.32,,,,9.5,-1.36,2.7,-0.55,0.13,-0.19,,,,9.49,0.83,4.0,-0.56,-0.01,-0.27,,,,paper
16.230339,-0.8,9.46,2.38,-0.01,-0.44,-0.16,27.06,-17.69,2.69,7.82,-0.73,-5.72,-0.37,0.06,0.22,,,,8.41,1.43,5.42,-0.4,-0.04,-0.26,,,,9.04,-0.47,4.57,-0.4,0.06,-0.28,,,,9.57,-1.37,2.73,-0.46,0.12,-0.17,,,,9.55,0.82,3.92,-0.48,0.0,-0.24,,,,paper
16.268214,-0.8,9.34,2.34,-0.02,-0.38,-0.12,27.06,-17.69,2.69,7.75,-0.81,-5.76,-0.31,0.06,0.19,,,,8.41,1.36,5.38,-0.35,-0.02,-0.21,,,,8.98,-0.53,4.52,-0.34,0.06,-0.22,,,,9.5,-1.45,2.67,-0.4,0.12,-0.12,,,,9.49,0.77,3.86,-0.41,0.01,-0.19,,,,paper
16.677582,-0.72,9.34,2.34,-0.01,-0.34,-0.09,27.81,-17.88,2.75,7.61,-0.82,-5.74,-0.23,0.03,0.12,,,,8.3,1.29,5.22,-0.26,-0.03,-0.16,,,,8.86,-0.58,4.41,-0.25,0.03,-0.18,,,,9.36,-1.48,2.62,-0.31,0.08,-0.09,,,,9.45,0.72,3.87,-0.32,-0.01,-0.16,,,,paper
16.677757,-0.76,9.42,2.49,0.02,-0.19,-0.08,27.13,-18.56,1.19,7.88,-0.76,-5.66,-0.16,0.02,0.07,,,,8.35,1.42,5.49,-0.19,-0.02,-0.1,,,,8.97,-0.47,4.64,-0.19,0.02,-0.12,,,,9.51,-1.4,2.79,-0.23,0.06,-0.06,,,,9.48,0.78,4.0,-0.24,-0.01,-0.12,,,,paper
16.677901,-0.84,9.34,2.61,0.01,-0.15,-0.05,26.75,-18.63,1.19,8.0,-0.68,-5.58,-0.1,-0.0,0.05,,,,8.28,1.55,5.65,-0.14,-0.03,-0.05,,,,8.89,-0.31,4.82,-0.13,-0.0,-0.07,,,,9.46,-1.18,3.03,-0.17,0.03,-0.01,,,,9.38,0.88,4.32,-0.18,-0.03,-0.07,,,,paper
16.678029,-0.95,9.38,2.72,0.01,-0.15,-0.05,27.13,-18.88,1.5,8.17,-0.36,-5.33,-0.07,0.0,0.02,,,,8.05,1.82,5.82,-0.11,-0.02,-0.03,,,,8.8,-0.02,5.02,-0.09,0.0,-0.05,,,,9.47,-1.0,3.17,-0.13,0.03,-0.01,,,,9.34,0.93,4.33,-0.14,-0.01,-0.06,,,,paper
16.678155,-1.07,9.38,2.72,0.0,-0.04,-0.02,26.94,-18.38,2.94,8.28,-0.37,-5.43,-0.04,0.02,-0.0,,,,8.2,1.9,5.89,-0.08,-0.0,-0.02,,,,8.95,0.05,5.08,-0.07,0.02,-0.04,,,,9.64,-0.88,3.24,-0.11,0.04,0.01,,,,9.4,1.13,4.51,-0.12,0.01,-0.05,,,,paper
16.678277,-1.14,9.41,2.84,0.0,-0.04,-0.02,27.88,-16.94,1.44,8.29,-0.17,-5.38,-0.01,0.04,-0.01,,,,8.1,2.05,5.9,-0.07,0.03,0.01,,,,8.89,0.2,5.08,-0.05,0.04,-0.02,,,,9.58,-0.75,3.27,-0.08,0.06,0.03,,,,9.32,1.23,4.56,-0.1,0.03,-0.02,,,,paper
16.678401,-1.18,9.23,2.84,-0.02,-0.03,0.02,26.0,-18.06,0.75,8.23,-0.12,-5.24,0.0,0.04,-0.01,,,,7.91,2.12,5.91,-0.06,0.03,0.02,,,,8.7,0.33,5.13,-0.04,0.04,-0.0,,,,9.41,-0.58,3.36,-0.07,0.06,0.03,,,,9.15,1.22,4.62,-0.09,0.03,-0.0,,,,paper
16.679373,-1.18,9.11,2.8,-0.01,-0.03,0.01,26.0,-18.06,0.75,8.08,-0.04,-5.16,-0.01,0.03,-0.02,,,,7.75,2.14,5.81,-0.06,0.03,0.01,,,,8.5,0.36,5.01,-0.04,0.03,-0.02,,,,9.23,-0.57,3.3,-0.07,0.05,0.02,,,,8.97,1.19,4.66,-0.09,0.02,-0.02,,,,paper
16.679529,-1.14,9.19,2.8,0.03,-0.03,-0.01,26.0,-18.06,0.75,8.16,-0.12,-5.24,-0.0,0.0,-0.01,,,,7.91,2.07,5.86,-0.06,0.0,0.02,,,,8.66,0.31,5.06,-0.04,0.01,-0.01,,,,9.37,-0.61,3.3,-0.08,0.03,0.02,,,,9.1,1.22,4.58,-0.1,-0.0,-0.02,,,,paper
16.685168,-1.11,9.27,2.76,0.03,-0.03,-0.0,26.44,-19.5,0.38,8.1,-0.17,-5.28,-0.01,0.0,-0.02,,,,7.91,1.99,5.77,-0.05,0.0,0.01,,,,8.64,0.22,5.0,-0.03,0.01,-0.02,,,,9.33,-0.71,3.27,-0.07,0.03,0.02,,,,9.12,1.14,4.57,-0.08,-0.0,-0.02,,,,paper
16.729373,-1.14,9.34,2.84,0.04,-0.01,-0.01,26.25,-19.06,1.06,8.27,-0.17,-5.28,0.01,-0.0,-0.03,,,,8.03,2.08,5.95,-0.04,-0.0,0.02,,,,8.8,0.26,5.15,-0.03,0.0,-0.01,,,,9.51,-0.69,3.33,-0.07,0.02,0.03,,,,9.24,1.2,4.58,-0.08,-0.01,-0.02,,,,paper
16.77417,-1.26,9.3,2.87,0.02,0.0,0.01,26.44,-17.63,0.5,8.34,-0.02,-5.21,0.01,-0.0,-0.02,,,,7.94,2.22,5.97,-0.05,-0.01,0.03,,,,8.75,0.4,5.2,-0.03,0.0,-0.0,,,,9.5,-0.55,3.41,-0.07,0.02,0.04,,,,9.19,1.28,4.71,-0.07,-0.01,-0.01,,,,paper
17.187438,-1.3,9.27,2.99,0.01,-0.02,0.0,27.56,-19.94,0.75,8.37,0.05,-5.19,-0.01,0.01,-0.01,,,,7.9,2.31,6.02,-0.06,0.0,0.02,,,,8.72,0.52,5.27,-0.04,0.01,-0.01,,,,9.49,-0.43,3.48,-0.08,0.03,0.03,,,,9.14,1.36,4.81,-0.09,-0.0,-0.01,,,,paper
17.187598,-1.37,9.19,3.1,0.03,-0.05,-0.0,26.44,-18.63,1.88,8.41,0.24,-5.0,-0.03,0.01,0.02,,,,7.75,2.49,6.1,-0.1,0.0,-0.0,,,,8.61,0.71,5.35,-0.08,0.02,-0.03,,,,9.39,-0.25,3.56,-0.12,0.05,0.02,,,,9.0,1.42,4.87,-0.13,-0.0,-0.03,,,,paper
17.187788,-1.41,9.11,3.1,0.03,-0.05,-0.0,26.44,-18.63,1.88,8.34,0.31,-5.03,-0.07,0.01,0.03,,,,7.66,2.55,6.06,-0.12,-0.01,-0.03,,,,8.54,0.8,5.31,-0.1,0.01,-0.05,,,,9.34,-0.17,3.57,-0.15,0.04,-0.01,,,,8.94,1.5,4.95,-0.16,-0.01,-0.06,,,,paper
