time,s1_X,s1_Y,s1_Z,s1_gyro_x,s1_gyro_y,s1_gyro_z,s1_mag_x,s1_mag_y,s1_mag_z,s2_X,s2_Y,s2_Z,s2_gyro_x,s2_gyro_y,s2_gyro_z,s2_mag_x,s2_mag_y,s2_mag_z,s3_X,s3_Y,s3_Z,s3_gyro_x,s3_gyro_y,s3_gyro_z,s3_mag_x,s3_mag_y,s3_mag_z,s4_X,s4_Y,s4_Z,s4_gyro_x,s4_gyro_y,s4_gyro_z,s4_mag_x,s4_mag_y,s4_mag_z,s5_X,s5_Y,s5_Z,s5_gyro_x,s5_gyro_y,s5_gyro_z,s5_mag_x,s5_mag_y,s5_mag_z,s6_X,s6_Y,s6_Z,s6_gyro_x,s6_gyro_y,s6_gyro_z,s6_mag_x,s6_mag_y,s6_mag_z,label
11.705134,-0.175,-0.245,0.954,-0.254,0.381,-0.889,0.508,0.215,-0.834,0.858,0.043,-0.513,-0.0,-0.965,0.263,,,,-0.495,0.716,0.493,0.785,-0.48,-0.392,,,,-0.42,0.613,0.669,0.316,0.0,-0.949,,,,-0.318,0.634,0.705,-0.868,0.451,-0.208,,,,-0.859,0.441,0.261,0.062,0.996,0.062,,,,none
11.705251,-0.18,-0.247,0.952,-0.0,-1.0,0.0,0.55,0.214,-0.807,0.844,0.053,-0.534,-0.137,-0.549,-0.824,,,,-0.515,0.715,0.473,0.484,-0.277,-0.83,,,,-0.466,0.614,0.638,-0.575,0.287,-0.766,,,,-0.332,0.63,0.702,-0.904,0.362,-0.226,,,,-0.876,0.418,0.241,-0.549,0.768,-0.329,,,,none
11.705372,-0.164,-0.272,0.948,-0.408,-0.816,-0.408,0.55,0.214,-0.807,0.841,0.045,-0.539,-0.302,-0.302,-0.905,,,,-0.522,0.712,0.469,0.768,-0.384,-0.512,,,,-0.463,0.609,0.645,-0.962,0.192,-0.192,,,,-0.349,0.624,0.699,-0.886,0.443,0.133,,,,-0.875,0.424,0.233,-0.707,0.707,0.0,,,,none
11.706176,-0.178,-0.243,0.954,0.894,0.447,-0.0,0.548,0.179,-0.817,0.839,0.05,-0.542,-0.457,-0.457,-0.762,,,,-0.537,0.711,0.453,-0.0,0.371,-0.928,,,,-0.479,0.608,0.634,-0.728,0.485,-0.485,,,,-0.372,0.617,0.694,-0.908,0.419,-0.0,,,,-0.877,0.42,0.233,-0.365,0.183,-0.913,,,,none
11.706304,-0.179,-0.236,0.955,0.696,0.696,-0.174,0.541,0.203,-0.816,0.84,0.046,-0.541,0.147,-0.885,-0.442,,,,-0.546,0.71,0.444,0.855,-0.367,-0.367,,,,-0.465,0.614,0.639,0.667,0.333,-0.667,,,,-0.347,0.62,0.703,-0.469,0.625,0.625,,,,-0.874,0.424,0.236,-0.147,0.885,-0.442,,,,none
11.70643,-0.174,-0.257,0.95,-0.577,-0.577,-0.577,0.534,0.206,-0.82,0.844,0.034,-0.535,0.127,-0.762,-0.635,,,,-0.524,0.715,0.462,0.745,-0.298,-0.596,,,,-0.464,0.61,0.643,-0.707,0.707,0.0,,,,-0.349,0.619,0.704,-0.596,0.298,0.745,,,,-0.868,0.44,0.231,-0.267,0.802,-0.535,,,,none
11.743766,-0.175,-0.237,0.956,0.236,0.943,0.236,0.525,0.206,-0.826,0.838,0.051,-0.543,0.437,-0.786,-0.437,,,,-0.539,0.709,0.456,0.816,0.408,0.408,,,,-0.469,0.613,0.636,0.0,0.707,0.707,,,,-0.349,0.622,0.701,-0.136,0.272,0.953,,,,-0.877,0.42,0.234,-0.358,0.894,-0.268,,,,none
11.782069,-0.175,-0.273,0.946,-0.469,-0.625,-0.625,0.525,0.206,-0.826,0.833,0.037,-0.552,0.315,-0.709,-0.63,,,,-0.535,0.713,0.454,-0.667,0.333,-0.667,,,,-0.461,0.609,0.645,-0.302,0.302,0.905,,,,-0.351,0.622,0.7,-0.436,0.218,0.873,,,,-0.878,0.428,0.216,-0.229,0.688,-0.688,,,,none
12.214915,-0.163,-0.246,0.955,0.535,-0.267,-0.802,0.566,0.18,-0.805,0.836,0.034,-0.548,0.64,-0.64,-0.426,,,,-0.523,0.716,0.463,0.0,0.707,0.707,,,,-0.443,0.615,0.652,0.282,0.282,0.917,,,,-0.327,0.629,0.705,0.336,0.067,0.94,,,,-0.875,0.431,0.218,-0.095,0.953,-0.286,,,,none
12.216769,-0.187,-0.252,0.949,-0.0,0.707,0.707,0.545,0.211,-0.811,0.831,0.041,-0.555,0.39,-0.488,-0.781,,,,-0.528,0.715,0.459,-0.422,0.738,0.527,,,,-0.454,0.62,0.64,-0.0,0.152,0.988,,,,-0.338,0.633,0.696,0.091,-0.0,0.996,,,,-0.88,0.422,0.219,-0.286,0.429,-0.857,,,,none
12.216915,-0.175,-0.255,0.951,-0.0,0.707,0.707,0.573,0.24,-0.784,0.828,0.036,-0.559,0.191,-0.477,-0.858,,,,-0.521,0.717,0.463,-0.423,0.725,0.544,,,,-0.441,0.619,0.65,-0.07,0.209,0.975,,,,-0.328,0.634,0.7,0.083,0.083,0.993,,,,-0.879,0.426,0.213,-0.254,0.381,-0.889,,,,none
12.217045,-0.174,-0.257,0.95,-0.267,0.802,0.535,0.529,0.219,-0.82,0.83,0.034,-0.557,0.248,-0.744,-0.62,,,,-0.524,0.721,0.455,-0.328,0.533,0.78,,,,-0.44,0.624,0.646,-0.0,0.117,0.993,,,,-0.333,0.638,0.695,0.131,-0.131,0.983,,,,-0.879,0.426,0.214,0.218,0.436,-0.873,,,,none
12.217175,-0.175,-0.259,0.95,-0.802,-0.535,-0.267,0.529,0.219,-0.82,0.825,0.043,-0.563,-0.309,-0.722,-0.619,,,,-0.532,0.719,0.447,-0.231,0.416,0.879,,,,-0.448,0.628,0.637,0.0,-0.0,1.0,,,,-0.338,0.641,0.689,0.188,-0.282,0.941,,,,-0.883,0.416,0.216,0.367,-0.367,-0.855,,,,none
12.217303,-0.173,-0.25,0.953,-0.577,-0.577,-0.577,0.529,0.219,-0.82,0.828,0.051,-0.559,-0.367,-0.367,-0.855,,,,-0.544,0.718,0.434,-0.25,0.25,0.936,,,,-0.446,0.631,0.634,0.0,-0.141,0.99,,,,-0.321,0.646,0.693,0.218,-0.436,0.873,,,,-0.881,0.417,0.222,0.0,-0.707,-0.707,,,,none
12.217425,-0.181,-0.248,0.952,0.13,-0.911,-0.391,0.529,0.219,-0.82,0.828,0.029,-0.56,-0.162,-0.162,-0.973,,,,-0.52,0.729,0.446,-0.552,0.092,0.829,,,,-0.413,0.636,0.652,-0.581,0.0,0.814,,,,-0.296,0.65,0.7,-0.781,0.0,0.625,,,,-0.876,0.433,0.21,-0.53,-0.53,-0.662,,,,none
12.218299,-0.166,-0.251,0.954,0.0,-0.99,-0.141,0.554,0.198,-0.809,0.828,0.047,-0.559,0.077,-0.383,-0.92,,,,-0.521,0.722,0.456,-0.572,0.477,0.667,,,,-0.431,0.634,0.643,-0.605,0.605,0.518,,,,-0.323,0.645,0.693,-0.662,0.53,0.53,,,,-0.88,0.419,0.224,-0.768,-0.0,-0.64,,,,none
12.218431,-0.172,-0.26,0.95,-0.647,-0.755,-0.108,0.554,0.198,-0.809,0.823,0.037,-0.568,-0.0,-0.336,-0.942,,,,-0.515,0.727,0.454,-0.793,0.595,0.132,,,,-0.424,0.632,0.648,-0.68,0.68,0.272,,,,-0.325,0.645,0.692,-0.848,0.318,-0.424,,,,-0.881,0.423,0.21,-0.545,-0.182,-0.818,,,,none
12.218569,-0.167,-0.253,0.953,0.447,0.0,0.894,0.554,0.198,-0.809,0.823,0.038,-0.567,0.359,-0.717,-0.598,,,,-0.529,0.728,0.436,-0.45,0.45,0.771,,,,-0.449,0.636,0.628,-0.348,0.348,0.87,,,,-0.338,0.644,0.686,-0.857,-0.286,-0.429,,,,-0.882,0.42,0.215,0.0,-0.555,-0.832,,,,none
12.249371,-0.173,-0.264,0.949,0.905,-0.302,-0.302,0.554,0.198,-0.809,0.818,0.049,-0.572,-0.218,-0.436,-0.873,,,,-0.518,0.729,0.447,-0.572,0.082,0.816,,,,-0.431,0.636,0.64,-0.236,-0.236,0.943,,,,-0.325,0.644,0.693,-0.514,-0.686,-0.514,,,,-0.883,0.415,0.218,0.183,-0.913,-0.365,,,,none
12.289692,-0.164,-0.247,0.955,0.905,-0.302,-0.302,0.576,0.248,-0.779,0.822,0.034,-0.569,-0.0,-0.316,-0.949,,,,-0.5,0.733,0.461,-0.561,0.393,0.729,,,,-0.413,0.637,0.65,-0.164,-0.082,0.983,,,,-0.312,0.642,0.701,-0.376,-0.847,-0.376,,,,-0.877,0.429,0.215,-0.333,-0.667,-0.667,,,,none
12.722469,-0.173,-0.253,0.952,0.905,0.302,0.302,0.544,0.193,-0.817,0.823,0.042,-0.567,0.348,-0.348,-0.87,,,,-0.512,0.732,0.449,-0.518,0.207,0.83,,,,-0.42,0.639,0.644,-0.22,-0.275,0.936,,,,-0.313,0.643,0.699,-0.206,-0.928,-0.309,,,,-0.878,0.423,0.222,-0.707,-0.707,-0.0,,,,none
12.724541,-0.163,-0.251,0.954,0.588,-0.784,-0.196,0.544,0.193,-0.817,0.82,0.035,-0.571,-0.436,0.218,-0.873,,,,-0.504,0.737,0.45,-0.339,0.127,0.932,,,,-0.416,0.644,0.642,-0.09,-0.315,0.945,,,,-0.318,0.643,0.696,0.0,-0.958,-0.287,,,,-0.877,0.428,0.219,-0.0,-0.981,0.196,,,,none
12.724703,-0.164,-0.271,0.949,0.98,0.14,-0.14,0.556,0.235,-0.797,0.843,0.034,-0.536,-0.46,0.881,-0.115,,,,-0.423,0.752,0.505,-0.225,-0.019,0.974,,,,-0.349,0.646,0.679,0.0,-0.447,0.894,,,,-0.303,0.645,0.701,0.175,-0.92,0.35,,,,-0.853,0.457,0.253,-0.159,-0.678,0.718,,,,none
12.724833,-0.172,-0.276,0.946,0.98,0.14,-0.14,0.542,0.212,-0.813,0.936,0.069,-0.344,-0.568,0.792,-0.224,,,,-0.107,0.785,0.611,-0.199,-0.159,0.967,,,,0.051,0.682,0.729,0.035,-0.508,0.86,,,,-0.242,0.665,0.706,0.328,-0.668,0.668,,,,-0.671,0.614,0.416,-0.382,-0.455,0.804,,,,none
12.724957,-0.166,-0.216,0.962,0.834,-0.534,0.142,0.542,0.212,-0.813,0.085,0.829,0.553,-0.897,-0.288,-0.336,,,,-0.163,0.827,0.538,-0.264,-0.274,0.925,,,,0.132,0.779,0.613,0.098,-0.616,0.782,,,,0.117,0.876,0.468,0.607,-0.468,0.643,,,,-0.536,0.775,0.334,-0.613,-0.199,0.765,,,,none
12.725081,-0.121,-0.131,0.984,0.816,-0.436,0.38,0.431,0.008,-0.902,0.386,0.331,-0.861,-0.959,-0.166,-0.229,,,,-0.268,0.892,0.363,-0.209,-0.386,0.899,,,,0.189,0.851,0.489,0.243,-0.599,0.763,,,,0.209,0.874,0.439,0.731,-0.256,0.632,,,,-0.553,0.789,0.269,-0.658,-0.053,0.751,,,,none
12.725202,-0.175,-0.274,0.945,-0.539,-0.799,0.266,0.417,0.024,-0.908,0.596,0.735,-0.324,0.603,0.62,0.502,,,,0.19,0.876,0.442,0.186,-0.21,0.96,,,,0.251,0.808,0.533,0.666,-0.317,0.675,,,,0.048,0.93,0.365,0.875,-0.14,0.465,,,,-0.664,0.577,0.475,-0.791,-0.01,0.611,,,,none
12.732107,-0.015,-0.195,0.981,0.407,-0.913,-0.033,0.417,0.024,-0.908,0.747,0.492,-0.447,0.708,0.545,0.45,,,,-0.02,0.913,0.407,0.382,-0.212,0.9,,,,0.257,0.878,0.405,0.718,-0.053,0.695,,,,0.012,0.975,0.222,0.885,-0.125,0.449,,,,-0.649,0.567,0.508,-0.901,-0.09,0.423,,,,none
12.73224,0.107,-0.122,0.987,0.152,-0.967,-0.203,0.417,0.024,-0.908,0.718,0.608,-0.339,0.816,0.502,0.286,,,,0.14,0.959,0.248,0.554,0.007,0.833,,,,0.305,0.908,0.287,0.787,0.046,0.615,,,,0.243,0.962,0.125,0.855,-0.151,0.497,,,,-0.602,0.5,0.622,-0.972,-0.065,0.227,,,,none
12.732365,0.227,-0.116,0.967,0.246,-0.939,-0.241,0.417,0.024,-0.908,0.752,0.515,-0.412,0.895,0.399,0.198,,,,0.238,0.897,0.371,0.619,0.05,0.784,,,,0.407,0.865,0.293,0.794,0.131,0.594,,,,0.294,0.955,0.049,0.796,-0.116,0.594,,,,-0.496,0.408,0.766,-0.986,-0.168,-0.003,,,,none
12.748766,0.228,-0.022,0.973,0.539,-0.823,-0.177,0.017,-0.152,-0.988,0.842,0.449,-0.299,0.964,0.26,0.062,,,,0.506,0.841,0.192,0.661,0.122,0.74,,,,0.579,0.805,0.129,0.773,0.173,0.61,,,,0.422,0.897,-0.131,0.807,0.005,0.591,,,,-0.437,0.285,0.853,-0.973,-0.206,-0.101,,,,none
12.791659,0.262,-0.089,0.961,0.667,-0.71,-0.225,0.017,-0.152,-0.988,0.886,0.362,-0.29,0.972,0.212,0.098,,,,0.629,0.77,0.11,0.645,0.143,0.75,,,,0.669,0.743,0.021,0.702,0.125,0.702,,,,0.466,0.847,-0.257,0.783,0.077,0.618,,,,-0.449,0.145,0.882,-0.903,-0.4,-0.158,,,,none
13.235549,0.298,0.028,0.954,0.938,-0.179,-0.297,-0.139,-0.25,-0.958,0.901,0.366,-0.234,0.942,0.215,0.256,,,,0.648,0.751,0.125,0.544,0.221,0.809,,,,0.701,0.713,0.037,0.534,0.154,0.831,,,,0.52,0.808,-0.277,0.698,0.203,0.687,,,,-0.426,0.069,0.902,-0.7,-0.613,-0.366,,,,none
13.235693,0.312,0.094,0.945,0.938,0.044,-0.344,-0.151,-0.412,-0.899,0.921,0.263,-0.287,0.874,0.245,0.42,,,,0.737,0.674,0.062,0.456,0.239,0.857,,,,0.769,0.638,-0.019,0.447,0.115,0.887,,,,0.571,0.748,-0.337,0.668,0.265,0.695,,,,-0.278,-0.084,0.957,-0.586,-0.764,-0.271,,,,none
13.235821,0.356,0.248,0.901,0.938,0.044,-0.344,-0.141,-0.419,-0.897,0.939,0.193,-0.283,0.795,0.217,0.567,,,,0.789,0.614,0.036,0.381,0.152,0.912,,,,0.821,0.569,-0.044,0.399,0.014,0.917,,,,0.633,0.685,-0.361,0.64,0.175,0.748,,,,-0.295,-0.182,0.938,-0.42,-0.837,-0.352,,,,none
13.235952,0.201,0.434,0.878,0.604,0.614,-0.508,-0.141,-0.419,-0.897,0.977,-0.023,-0.212,0.586,0.076,0.807,,,,0.918,0.393,0.061,0.221,-0.073,0.972,,,,0.923,0.378,-0.071,0.237,-0.178,0.955,,,,0.731,0.561,-0.388,0.373,0.383,0.845,,,,-0.195,-0.428,0.883,-0.199,-0.802,-0.564,,,,none
13.236075,0.038,0.418,0.908,0.571,0.648,-0.505,-0.141,-0.419,-0.897,0.953,-0.123,-0.276,0.388,0.086,0.918,,,,0.955,0.293,-0.041,0.114,-0.187,0.976,,,,0.959,0.241,-0.147,0.149,-0.273,0.95,,,,0.805,0.396,-0.442,0.471,-0.015,0.882,,,,0.447,-0.08,0.891,-0.03,-0.764,-0.645,,,,none
13.236198,0.093,0.484,0.87,0.302,0.825,-0.477,-0.141,-0.419,-0.897,0.952,-0.259,-0.162,0.287,-0.003,0.958,,,,0.99,0.133,0.038,0.095,-0.279,0.956,,,,0.993,0.051,-0.108,0.149,-0.34,0.928,,,,0.884,0.211,-0.418,0.48,-0.076,0.874,,,,0.611,-0.055,0.79,0.043,-0.741,-0.671,,,,none
13.236322,-0.086,0.526,0.846,0.561,0.716,-0.416,0.359,-0.605,-0.711,0.898,-0.394,-0.196,0.27,0.023,0.963,,,,0.998,-0.029,-0.062,0.126,-0.283,0.951,,,,0.974,-0.093,-0.205,0.168,-0.39,0.905,,,,0.882,0.068,-0.467,0.494,-0.107,0.863,,,,0.532,0.048,0.845,0.4,-0.651,-0.645,,,,none
13.237297,-0.115,0.488,0.865,0.564,0.734,-0.379,0.359,-0.605,-0.711,0.861,-0.481,-0.165,0.302,0.071,0.951,,,,0.987,-0.144,-0.068,0.17,-0.237,0.957,,,,0.959,-0.177,-0.22,0.199,-0.387,0.9,,,,0.886,0.005,-0.463,0.52,-0.006,0.854,,,,0.519,0.033,0.854,0.402,-0.723,-0.562,,,,none
13.23743,-0.114,0.53,0.84,0.701,0.642,-0.311,0.472,-0.602,-0.643,0.847,-0.498,-0.184,0.369,0.239,0.898,,,,0.98,-0.167,-0.109,0.229,-0.138,0.964,,,,0.946,-0.189,-0.261,0.224,-0.385,0.895,,,,0.877,-0.01,-0.48,0.501,0.277,0.82,,,,0.53,0.032,0.847,0.053,-0.936,-0.348,,,,none
13.237627,-0.103,0.552,0.828,-0.196,0.784,-0.588,0.49,-0.601,-0.632,0.831,-0.526,-0.182,0.148,0.295,0.944,,,,0.97,-0.21,-0.125,0.198,-0.351,0.915,,,,0.934,-0.215,-0.286,-0.018,-0.767,0.642,,,,0.876,-0.028,-0.482,0.452,-0.181,0.874,,,,0.549,0.003,0.836,-0.781,-0.607,0.145,,,,none
13.261025,-0.108,0.516,0.85,-0.997,-0.071,0.0,0.473,-0.603,-0.642,0.82,-0.548,-0.168,-0.422,0.527,0.738,,,,0.962,-0.244,-0.125,0.147,-0.589,0.795,,,,0.924,-0.237,-0.299,-0.291,-0.927,0.238,,,,0.871,-0.044,-0.489,0.073,-0.807,0.587,,,,0.535,-0.028,0.845,-0.933,0.024,0.359,,,,none
13.306137,-0.101,0.502,0.859,-0.867,-0.433,0.248,0.473,-0.603,-0.642,0.808,-0.565,-0.165,-0.8,0.0,-0.6,,,,0.953,-0.272,-0.137,-0.0,-0.841,0.541,,,,0.914,-0.247,-0.323,-0.575,-0.812,-0.101,,,,0.864,-0.053,-0.501,-0.545,-0.818,-0.182,,,,0.514,-0.069,0.855,-0.862,0.327,0.387,,,,none
13.745276,-0.079,0.5,0.862,-0.949,0.316,0.0,0.473,-0.603,-0.642,0.801,-0.576,-0.164,-0.555,0.0,-0.832,,,,0.947,-0.289,-0.143,0.207,-0.62,0.757,,,,0.907,-0.257,-0.335,-0.406,-0.913,0.051,,,,0.863,-0.062,-0.501,-0.0,-0.8,0.6,,,,0.509,-0.08,0.857,-0.456,0.684,0.57,,,,none
13.745446,-0.106,0.51,0.854,0.545,0.818,-0.182,0.509,-0.575,-0.641,0.809,-0.562,-0.17,-0.0,1.0,-0.0,,,,0.95,-0.276,-0.147,0.168,-0.337,0.926,,,,0.91,-0.24,-0.338,-0.398,-0.896,0.199,,,,0.862,-0.047,-0.504,-0.0,-0.0,1.0,,,,0.493,-0.07,0.867,-0.615,0.615,0.492,,,,none
13.745597,-0.103,0.514,0.852,0.802,0.535,-0.267,0.509,-0.575,-0.641,0.808,-0.565,-0.168,-0.196,0.784,-0.588,,,,0.948,-0.284,-0.146,0.0,-0.141,0.99,,,,0.908,-0.247,-0.338,-0.617,-0.772,-0.154,,,,0.864,-0.054,-0.5,-0.64,0.64,0.426,,,,0.514,-0.068,0.855,-0.802,0.535,0.267,,,,none
13.745725,-0.095,0.529,0.843,0.0,0.707,0.707,0.509,-0.575,-0.641,0.812,-0.56,-0.165,-0.391,0.13,-0.911,,,,0.95,-0.28,-0.141,-0.408,-0.816,0.408,,,,0.909,-0.242,-0.338,-0.456,-0.57,-0.684,,,,0.865,-0.049,-0.5,-0.928,-0.0,-0.371,,,,0.506,-0.061,0.86,-0.681,0.596,0.426,,,,none
13.745853,-0.099,0.514,0.852,0.0,0.707,0.707,0.424,-0.596,-0.682,0.811,-0.562,-0.167,-0.081,0.242,-0.967,,,,0.948,-0.284,-0.145,0.0,0.707,-0.707,,,,0.907,-0.241,-0.344,-0.286,-0.095,-0.953,,,,0.863,-0.05,-0.503,-0.667,0.333,-0.667,,,,0.505,-0.067,0.861,-0.863,0.199,0.465,,,,none
13.745985,-0.093,0.51,0.855,-0.549,-0.768,0.329,0.424,-0.596,-0.682,0.808,-0.564,-0.168,-0.302,0.302,-0.905,,,,0.947,-0.286,-0.144,-0.514,0.514,-0.686,,,,0.906,-0.243,-0.347,-0.486,0.0,-0.874,,,,0.861,-0.05,-0.506,-0.83,0.207,-0.518,,,,0.501,-0.08,0.862,-0.873,0.312,0.374,,,,none
13.746108,-0.096,0.499,0.861,-0.236,-0.943,0.236,0.424,-0.596,-0.682,0.81,-0.563,-0.167,-0.249,0.498,-0.83,,,,0.947,-0.287,-0.143,-0.549,0.824,-0.137,,,,0.906,-0.241,-0.348,-0.53,0.53,-0.662,,,,0.861,-0.049,-0.507,-0.74,0.647,-0.185,,,,0.496,-0.083,0.864,-0.972,-0.075,0.224,,,,none
13.747024,-0.094,0.512,0.854,1.0,-0.0,0.0,0.424,-0.596,-0.682,0.813,-0.557,-0.169,-0.226,0.566,-0.793,,,,0.948,-0.282,-0.145,-0.625,0.781,0.0,,,,0.908,-0.237,-0.346,-0.469,0.625,-0.625,,,,0.862,-0.044,-0.504,-0.704,0.704,-0.101,,,,0.504,-0.081,0.86,-0.988,0.11,0.11,,,,none
13.747161,-0.101,0.506,0.856,-0.707,-0.707,0.0,0.463,-0.586,-0.665,0.815,-0.554,-0.17,-0.347,0.52,-0.78,,,,0.949,-0.28,-0.146,-0.722,0.619,-0.309,,,,0.909,-0.234,-0.346,-0.537,0.716,-0.447,,,,0.863,-0.04,-0.504,-0.8,0.582,-0.145,,,,0.495,-0.08,0.865,-0.988,0.0,-0.152,,,,none
13.747286,-0.091,0.511,0.855,-0.371,-0.928,-0.0,0.52,-0.582,-0.625,0.815,-0.555,-0.167,-0.318,0.424,-0.848,,,,0.949,-0.281,-0.142,-0.855,0.367,-0.367,,,,0.91,-0.238,-0.341,-0.527,0.738,-0.422,,,,0.866,-0.043,-0.498,-0.829,0.552,-0.092,,,,0.517,-0.083,0.852,-0.933,0.254,-0.254,,,,none
13.770068,-0.088,0.503,0.859,-0.97,-0.243,-0.0,0.52,-0.582,-0.625,0.815,-0.554,-0.169,-0.404,0.101,-0.909,,,,0.95,-0.278,-0.142,-0.843,0.105,-0.527,,,,0.91,-0.235,-0.341,-0.508,0.609,-0.609,,,,0.865,-0.039,-0.5,-0.896,0.398,-0.199,,,,0.497,-0.087,0.864,-0.63,0.709,-0.315,,,,none
13.81645,-0.092,0.506,0.857,-0.333,-0.667,-0.667,0.52,-0.582,-0.625,0.821,-0.545,-0.173,-0.552,0.092,-0.829,,,,0.953,-0.266,-0.144,-0.867,0.158,-0.473,,,,0.912,-0.225,-0.342,-0.596,0.745,-0.298,,,,0.864,-0.031,-0.503,-0.864,0.504,-0.0,,,,0.492,-0.086,0.867,-0.511,0.639,-0.575,,,,none
14.255152,-0.089,0.503,0.86,-0.686,-0.514,-0.514,0.52,-0.582,-0.625,0.821,-0.545,-0.173,-0.7,-0.14,-0.7,,,,0.953,-0.266,-0.144,-0.841,0.0,-0.541,,,,0.912,-0.228,-0.341,-0.583,0.758,-0.292,,,,0.864,-0.033,-0.502,-0.88,0.474,-0.0,,,,0.495,-0.087,0.865,-0.368,0.683,-0.631,,,,none
14.25531,-0.092,0.506,0.858,-0.557,0.371,-0.743,0.52,-0.582,-0.625,0.818,-0.547,-0.175,-0.822,-0.224,-0.523,,,,0.953,-0.266,-0.143,-0.916,0.0,-0.401,,,,0.915,-0.23,-0.332,-0.605,0.787,-0.121,,,,0.868,-0.036,-0.496,-0.873,0.47,0.134,,,,0.497,-0.079,0.864,-0.212,0.636,-0.742,,,,none
14.25545,-0.098,0.513,0.853,-0.557,0.371,-0.743,0.464,-0.575,-0.673,0.825,-0.537,-0.175,-0.717,-0.359,-0.598,,,,0.958,-0.251,-0.141,-0.831,-0.046,-0.554,,,,0.919,-0.224,-0.326,-0.549,0.768,-0.329,,,,0.869,-0.032,-0.494,-0.862,0.492,-0.123,,,,0.507,-0.068,0.859,-0.042,0.925,-0.378,,,,none
14.255604,-0.097,0.505,0.857,-0.436,-0.873,-0.218,0.464,-0.575,-0.673,0.835,-0.522,-0.175,-0.548,-0.226,-0.806,,,,0.964,-0.23,-0.133,-0.615,0.179,-0.768,,,,0.928,-0.208,-0.31,-0.37,0.711,-0.598,,,,0.874,-0.013,-0.486,-0.727,0.454,-0.515,,,,0.509,-0.072,0.858,0.072,0.99,-0.121,,,,none
14.255732,-0.092,0.497,0.863,-0.436,-0.873,-0.218,0.445,-0.598,-0.666,0.866,-0.474,-0.161,-0.479,0.124,-0.869,,,,0.983,-0.158,-0.096,-0.508,0.364,-0.781,,,,0.954,-0.147,-0.261,-0.407,0.617,-0.673,,,,0.887,0.06,-0.459,-0.724,0.462,-0.512,,,,0.538,-0.074,0.84,0.319,0.932,0.172,,,,none
14.255863,-0.044,0.5,0.865,-0.028,-0.998,0.055,0.445,-0.598,-0.666,0.869,-0.458,-0.185,-0.644,0.368,-0.671,,,,0.985,-0.132,-0.109,-0.675,0.297,-0.675,,,,0.96,-0.107,-0.259,-0.734,0.334,-0.592,,,,0.889,0.115,-0.443,-0.899,0.257,-0.355,,,,0.464,-0.101,0.88,0.401,0.869,0.29,,,,none
14.255998,0.001,0.541,0.841,0.165,-0.959,-0.231,0.445,-0.598,-0.666,0.901,-0.4,-0.166,-0.761,0.434,-0.483,,,,0.995,-0.065,-0.078,-0.824,0.185,-0.536,,,,0.973,-0.055,-0.226,-0.905,0.124,-0.408,,,,0.899,0.17,-0.404,-0.967,0.091,-0.238,,,,0.474,-0.043,0.879,0.615,0.672,0.412,,,,none
14.256985,0.001,0.506,0.863,0.206,-0.529,0.823,0.445,-0.598,-0.666,0.907,-0.361,-0.218,-0.861,0.168,-0.48,,,,0.99,-0.025,-0.137,-0.774,0.06,-0.631,,,,0.961,-0.01,-0.277,-0.848,0.124,-0.515,,,,0.88,0.216,-0.423,-0.932,-0.031,-0.362,,,,0.355,-0.013,0.935,0.638,0.58,0.507,,,,none
14.257119,0.022,0.454,0.891,-0.931,-0.276,0.238,0.445,-0.598,-0.666,0.906,-0.327,-0.267,-0.905,0.124,-0.408,,,,0.984,0.035,-0.172,-0.793,-0.015,-0.609,,,,0.943,0.072,-0.324,-0.855,0.041,-0.518,,,,0.834,0.31,-0.457,-0.93,-0.07,-0.36,,,,0.254,-0.008,0.967,0.628,0.601,0.494,,,,none
14.257243,0.044,0.417,0.908,-0.783,-0.522,0.339,0.445,-0.598,-0.666,0.948,-0.225,-0.225,-0.946,0.035,-0.322,,,,0.981,0.167,-0.1,-0.814,-0.022,-0.58,,,,0.948,0.192,-0.252,-0.865,0.074,-0.496,,,,0.808,0.44,-0.39,-0.918,-0.058,-0.393,,,,0.195,0.021,0.981,0.667,0.627,0.403,,,,none
14.264782,0.113,0.391,0.913,-0.985,-0.122,0.122,0.445,-0.598,-0.666,0.913,-0.244,-0.328,-0.909,-0.058,-0.413,,,,0.971,0.132,-0.198,-0.753,-0.082,-0.653,,,,0.934,0.194,-0.301,-0.869,-0.014,-0.495,,,,0.773,0.523,-0.36,-0.846,-0.035,-0.533,,,,0.169,0.037,0.985,0.747,0.607,0.272,,,,none
14.307915,0.119,0.393,0.912,-0.97,0.029,0.24,0.384,-0.499,-0.777,0.941,-0.145,-0.306,-0.874,-0.226,-0.429,,,,0.954,0.264,-0.145,-0.685,-0.224,-0.693,,,,0.924,0.281,-0.258,-0.896,0.052,-0.442,,,,0.635,0.745,-0.204,-0.796,0.05,-0.604,,,,0.044,0.109,0.993,0.698,0.713,0.075,,,,none
14.353419,0.06,0.29,0.955,-0.97,0.029,0.24,0.388,-0.378,-0.841,0.931,-0.137,-0.337,-0.535,-0.497,-0.683,,,,0.946,0.278,-0.165,-0.203,-0.323,-0.924,,,,0.912,0.313,-0.265,-0.467,-0.181,-0.866,,,,0.689,0.69,-0.222,-0.709,0.093,-0.699,,,,-0.069,0.242,0.968,0.702,0.709,-0.068,,,,none
