0.001343,IMU Server Connected
0.014062,8.87,0.05,4.19,0.01,-0.00,-0.00,-29.06,18.06,-44.94,5.39,-3.35,8.67,0.01,0.01,-0.03,-6.28,-5.59,4.55,-0.07,0.00,-0.03,1.84,-5.14,8.55,-0.03,0.01,0.02,-2.92,-3.86,8.67,-0.02,0.01,-0.00,1.80,9.86,-0.98,-0.06,0.04,-0.01
0.056428,8.83,0.05,4.19,0.01,-0.00,-0.00,-29.94,18.69,-45.75,5.40,-3.32,8.71,-0.00,0.02,-0.03,-6.28,-5.56,4.55,-0.08,0.03,-0.04,1.88,-5.09,8.58,-0.03,0.03,0.02,-2.91,-3.81,8.71,-0.02,0.03,-0.01,1.82,9.87,-0.99,-0.06,0.03,-0.03
0.060194,8.79,-0.02,4.15,0.01,-0.00,-0.00,-29.94,18.69,-45.75,5.32,-3.37,8.64,-0.01,0.04,-0.03,-6.33,-5.53,4.59,-0.08,0.03,-0.05,1.80,-5.09,8.50,-0.04,0.03,0.02,-2.95,-3.80,8.66,-0.03,0.03,-0.01,1.83,9.86,-1.01,-0.06,0.03,-0.04
0.077849,8.79,-0.02,4.15,-0.04,-0.02,0.02,-29.31,17.81,-45.94,5.21,-3.43,8.60,-0.01,0.03,-0.02,-6.31,-5.60,4.51,-0.08,0.02,-0.05,1.65,-5.11,8.48,-0.04,0.03,0.03,-3.06,-3.84,8.57,-0.03,0.03,-0.01,1.73,9.85,-0.97,-0.06,0.04,-0.04
0.098811,8.87,-0.25,4.03,-0.04,-0.02,0.02,-29.31,17.81,-45.94,5.18,-3.47,8.61,-0.01,0.02,-0.03,-6.24,-5.68,4.41,-0.08,0.01,-0.05,1.59,-5.14,8.47,-0.05,0.02,0.02,-3.10,-3.89,8.51,-0.03,0.02,-0.01,1.61,9.84,-0.93,-0.06,0.04,-0.04
0.123836,8.94,-0.18,3.96,-0.01,-0.01,-0.01,-29.62,17.38,-45.88,5.17,-3.54,8.60,-0.01,0.02,-0.04,-6.20,-5.75,4.42,-0.07,0.01,-0.05,1.56,-5.21,8.45,-0.04,0.02,0.01,-3.11,-3.98,8.45,-0.03,0.02,-0.02,1.58,9.84,-0.87,-0.06,0.03,-0.04
0.145732,8.94,-0.21,3.92,-0.02,-0.01,-0.01,-29.62,17.38,-45.88,5.20,-3.59,8.55,-0.01,0.01,-0.04,-6.20,-5.74,4.52,-0.06,0.01,-0.04,1.60,-5.26,8.41,-0.04,0.02,0.01,-3.07,-4.01,8.47,-0.02,0.01,-0.02,1.65,9.85,-0.84,-0.06,0.03,-0.02
0.167852,8.94,-0.14,3.92,0.00,0.01,-0.01,-29.62,17.38,-45.88,5.28,-3.59,8.52,0.00,0.00,-0.04,-6.17,-5.71,4.58,-0.06,0.00,-0.03,1.72,-5.26,8.43,-0.04,0.01,0.01,-2.98,-3.97,8.57,-0.02,0.01,-0.01,1.71,9.85,-0.82,-0.06,0.03,-0.01
0.191987,8.90,0.02,4.00,0.01,0.01,-0.01,-28.44,18.62,-45.38,5.38,-3.57,8.52,0.00,0.00,-0.04,-6.14,-5.65,4.60,-0.07,0.00,-0.03,1.80,-5.30,8.41,-0.04,0.01,0.02,-2.86,-4.00,8.57,-0.02,0.01,-0.01,1.76,9.81,-0.83,-0.06,0.04,-0.01
0.216172,8.94,-0.02,4.03,0.01,0.01,-0.01,-29.31,18.19,-47.44,5.38,-3.52,8.57,0.01,0.01,-0.03,-6.16,-5.64,4.59,-0.08,0.01,-0.02,1.80,-5.27,8.42,-0.03,0.01,0.02,-2.89,-3.98,8.59,-0.02,0.02,0.01,1.77,9.82,-0.84,-0.05,0.04,-0.02
0.233932,8.90,-0.06,4.03,0.01,0.01,-0.01,-29.31,18.19,-47.44,5.35,-3.50,8.58,0.02,0.02,-0.03,-6.24,-5.64,4.60,-0.09,0.01,-0.02,1.81,-5.22,8.46,-0.02,0.02,0.03,-2.93,-3.93,8.61,-0.02,0.02,0.01,1.77,9.85,-0.88,-0.04,0.05,-0.02
0.258032,8.87,-0.18,4.03,0.01,0.02,0.03,-29.31,18.12,-45.31,5.27,-3.48,8.56,0.02,0.02,-0.02,-6.24,-5.65,4.57,-0.09,-0.00,-0.01,1.71,-5.17,8.44,-0.02,0.01,0.04,-3.02,-3.90,8.57,-0.02,0.02,0.02,1.72,9.84,-0.91,-0.04,0.06,-0.02
0.279823,8.87,-0.18,4.03,0.01,0.02,0.03,-30.19,18.31,-46.00,5.23,-3.44,8.62,0.02,0.02,-0.02,-6.20,-5.67,4.44,-0.09,0.01,-0.02,1.67,-5.13,8.48,-0.02,0.01,0.04,-3.03,-3.90,8.51,-0.02,0.02,0.02,1.63,9.81,-0.92,-0.04,0.05,-0.03
0.301809,8.83,-0.18,4.07,0.01,0.02,0.03,-30.19,18.31,-46.00,5.18,-3.42,8.66,0.02,0.03,-0.03,-6.24,-5.67,4.41,-0.08,0.03,-0.02,1.64,-5.12,8.49,-0.02,0.02,0.03,-3.07,-3.87,8.51,-0.01,0.03,0.01,1.61,9.82,-0.95,-0.04,0.04,-0.04
0.323951,8.83,-0.25,4.11,-0.01,0.02,0.02,-30.19,18.31,-46.00,5.12,-3.46,8.58,0.01,0.02,-0.03,-6.33,-5.67,4.45,-0.08,0.03,-0.02,1.56,-5.11,8.47,-0.02,0.02,0.02,-3.19,-3.83,8.55,-0.01,0.02,0.01,1.64,9.87,-1.01,-0.04,0.03,-0.03
0.345914,8.90,-0.29,4.15,-0.01,0.02,0.02,-30.19,18.31,-46.00,5.16,-3.42,8.67,0.02,0.01,-0.04,-6.34,-5.63,4.47,-0.07,0.01,-0.02,1.58,-5.08,8.56,-0.02,0.00,0.02,-3.16,-3.82,8.57,-0.01,0.00,0.00,1.67,9.89,-1.04,-0.04,0.04,-0.01
0.367144,8.83,-0.14,4.19,0.02,0.02,-0.01,-30.19,18.31,-46.00,5.24,-3.36,8.75,0.02,0.01,-0.04,-6.33,-5.62,4.47,-0.07,0.01,-0.02,1.69,-5.04,8.61,-0.03,0.00,0.01,-3.06,-3.79,8.65,-0.01,0.01,-0.01,1.69,9.88,-1.04,-0.05,0.04,0.00
0.391447,8.83,-0.10,4.22,-0.02,-0.00,0.00,-30.19,18.31,-46.00,5.30,-3.32,8.79,0.00,0.02,-0.04,-6.39,-5.63,4.50,-0.07,0.02,-0.04,1.77,-5.02,8.67,-0.04,0.02,0.01,-3.07,-3.71,8.77,-0.02,0.02,-0.02,1.73,9.93,-1.08,-0.06,0.02,-0.01
0.413299,8.83,-0.14,4.22,-0.03,-0.03,-0.01,-29.00,18.62,-45.38,5.32,-3.32,8.80,-0.02,0.02,-0.04,-6.44,-5.63,4.55,-0.07,0.03,-0.06,1.74,-5.02,8.67,-0.05,0.03,0.01,-3.08,-3.73,8.77,-0.03,0.03,-0.03,1.77,9.96,-1.07,-0.07,0.01,-0.02
0.433826,8.87,-0.14,4.19,-0.03,-0.03,-0.01,-29.00,18.62,-45.38,5.29,-3.39,8.71,-0.03,0.01,-0.04,-6.39,-5.62,4.58,-0.06,0.02,-0.07,1.72,-5.11,8.59,-0.07,0.02,0.01,-3.03,-3.82,8.68,-0.05,0.03,-0.03,1.78,9.91,-1.01,-0.08,0.02,-0.02
0.458251,8.94,-0.02,4.07,0.00,-0.03,-0.02,-29.00,18.62,-45.38,5.31,-3.45,8.62,-0.03,0.01,-0.04,-6.26,-5.64,4.56,-0.06,0.01,-0.06,1.75,-5.20,8.47,-0.06,0.02,0.01,-2.95,-3.94,8.60,-0.04,0.02,-0.03,1.77,9.84,-0.90,-0.08,0.02,-0.01
0.479861,8.90,0.02,4.03,-0.02,-0.01,-0.01,-29.00,18.62,-45.38,5.38,-3.49,8.58,-0.02,0.02,-0.04,-6.17,-5.64,4.54,-0.06,0.02,-0.05,1.79,-5.23,8.43,-0.05,0.03,0.00,-2.88,-3.98,8.58,-0.03,0.03,-0.03,1.75,9.80,-0.85,-0.07,0.02,-0.01
0.501784,8.90,0.02,4.00,-0.02,-0.01,-0.01,-28.75,19.12,-45.44,5.41,-3.47,8.60,-0.02,0.03,-0.05,-6.20,-5.62,4.59,-0.07,0.04,-0.05,1.82,-5.18,8.48,-0.05,0.04,0.01,-2.88,-3.93,8.61,-0.03,0.04,-0.02,1.80,9.83,-0.89,-0.06,0.01,-0.03
0.524784,8.87,-0.06,4.11,-0.02,-0.01,-0.01,-29.00,18.69,-47.50,5.39,-3.45,8.61,-0.02,0.03,-0.03,-6.28,-5.60,4.63,-0.07,0.04,-0.05,1.82,-5.17,8.52,-0.05,0.04,0.02,-2.95,-3.87,8.66,-0.03,0.04,-0.02,1.84,9.88,-0.93,-0.06,0.01,-0.03
