0.001166,IMU Server Connected
0.020226,8.28,0.46,5.95,-0.00,-0.02,0.02,-31.88,-0.06,-33.38,1.39,-2.68,10.42,-0.01,0.03,-0.00,-8.03,-4.76,1.89,-0.09,0.01,-0.04,3.07,5.40,8.05,-0.05,0.04,0.02,2.66,5.58,8.08,-0.03,0.05,-0.01,-3.21,-5.10,6.79,-0.08,0.05,0.04
0.06276,8.32,0.50,5.95,-0.03,-0.03,0.05,-31.88,-0.06,-33.38,1.32,-2.65,10.43,-0.02,0.07,-0.01,-7.99,-4.79,1.78,-0.09,0.04,-0.06,2.96,5.40,8.01,-0.06,0.05,-0.01,2.54,5.55,8.06,-0.04,0.06,-0.04,-3.24,-5.18,6.63,-0.09,0.07,0.03
0.068923,8.44,0.35,5.87,-0.03,-0.03,0.05,-32.56,1.50,-33.44,1.23,-2.76,10.23,-0.01,0.10,-0.02,-7.90,-4.76,1.79,-0.09,0.08,-0.06,2.94,5.28,7.96,-0.05,0.06,-0.05,2.53,5.43,7.99,-0.03,0.07,-0.07,-3.11,-5.32,6.49,-0.07,0.10,0.04
0.49187,8.44,0.23,5.87,-0.08,-0.00,0.05,-32.56,1.50,-33.44,1.16,-2.77,10.26,0.01,0.09,-0.03,-7.97,-4.80,1.86,-0.09,0.09,-0.04,3.00,5.31,8.04,-0.02,0.06,-0.05,2.59,5.49,8.08,-0.01,0.07,-0.08,-3.33,-5.22,6.66,-0.05,0.12,0.06
0.491899,8.36,0.16,5.83,-0.08,-0.00,0.05,-32.56,1.44,-33.06,1.22,-2.73,10.46,0.01,0.08,-0.03,-8.11,-4.88,1.83,-0.10,0.07,-0.05,2.98,5.45,8.16,-0.03,0.07,-0.04,2.58,5.64,8.20,-0.02,0.08,-0.06,-3.38,-5.15,6.79,-0.07,0.12,0.08
0.491911,8.32,0.12,5.91,-0.03,-0.00,0.06,-32.56,1.44,-33.06,1.15,-2.68,10.49,-0.01,0.10,-0.02,-8.06,-4.92,1.67,-0.10,0.08,-0.08,2.83,5.48,8.15,-0.05,0.09,-0.05,2.42,5.63,8.17,-0.04,0.10,-0.08,-3.43,-5.22,6.63,-0.09,0.14,0.08
0.491925,8.40,0.20,5.95,-0.03,-0.00,0.06,-32.56,1.44,-33.06,1.01,-2.75,10.29,-0.01,0.12,-0.02,-7.98,-4.87,1.67,-0.09,0.09,-0.08,2.80,5.37,8.05,-0.05,0.09,-0.06,2.38,5.53,8.09,-0.04,0.09,-0.09,-3.56,-5.34,6.40,-0.08,0.14,0.07
0.491943,8.36,0.04,5.91,-0.04,0.00,0.03,-32.56,1.44,-33.06,0.95,-2.74,10.23,-0.00,0.09,-0.03,-7.98,-4.86,1.68,-0.08,0.07,-0.06,2.81,5.34,8.02,-0.04,0.07,-0.04,2.38,5.54,8.09,-0.02,0.06,-0.06,-3.64,-5.27,6.45,-0.04,0.12,0.06
0.491983,8.25,0.20,5.87,-0.04,0.00,0.03,-32.00,1.94,-34.12,1.02,-2.62,10.47,-0.01,0.07,-0.04,-8.06,-4.92,1.64,-0.07,0.06,-0.06,2.81,5.50,8.14,-0.05,0.07,-0.04,2.38,5.66,8.16,-0.03,0.05,-0.07,-3.62,-5.09,6.66,-0.04,0.10,0.04
0.491994,8.21,0.35,5.87,-0.04,0.00,0.03,-32.00,1.94,-34.12,1.14,-2.66,10.40,-0.04,0.10,-0.05,-7.99,-4.87,1.71,-0.06,0.08,-0.09,2.88,5.41,8.08,-0.08,0.07,-0.06,2.46,5.56,8.11,-0.06,0.06,-0.09,-3.40,-5.12,6.62,-0.09,0.11,0.00
